Year,Serie,Región,Value
2010,Tasa neta de escolarización a los 5 años,España,98.5
2011,Tasa neta de escolarización a los 5 años,España,98.1
2012,Tasa neta de escolarización a los 5 años,España,97.7
2013,Tasa neta de escolarización a los 5 años,España,97.6
2014,Tasa neta de escolarización a los 5 años,España,97.2
2015,Tasa neta de escolarización a los 5 años,España,98.0
2016,Tasa neta de escolarización a los 5 años,España,98.1
2017,Tasa neta de escolarización a los 5 años,España,95.8
2018,Tasa neta de escolarización a los 5 años,España,98.7
2019,Tasa neta de escolarización a los 5 años,España,98.9
2020,Tasa neta de escolarización a los 5 años,España,98.9
2021,Tasa neta de escolarización a los 5 años,España,98.3
2022,Tasa neta de escolarización a los 5 años,España,98.6
2022,Tasa neta de escolarización a los 5 años,España,98.6
2023,Tasa neta de escolarización a los 5 años,España,98.5
2010,Tasa neta de escolarización de los niños de 5 años,España,97.9
2011,Tasa neta de escolarización de los niños de 5 años,España,97.5
2012,Tasa neta de escolarización de los niños de 5 años,España,97.5
2013,Tasa neta de escolarización de los niños de 5 años,España,97.3
2014,Tasa neta de escolarización de los niños de 5 años,España,97.1
2015,Tasa neta de escolarización de los niños de 5 años,España,97.8
2016,Tasa neta de escolarización de los niños de 5 años,España,98.0
2017,Tasa neta de escolarización de los niños de 5 años,España,95.7
2018,Tasa neta de escolarización de los niños de 5 años,España,98.6
2019,Tasa neta de escolarización de los niños de 5 años,España,98.8
2020,Tasa neta de escolarización de los niños de 5 años,España,98.9
2021,Tasa neta de escolarización de los niños de 5 años,España,98.4
2022,Tasa neta de escolarización de los niños de 5 años,España,98.6
2023,Tasa neta de escolarización de los niños de 5 años,España,98.8
2023,Tasa neta de escolarización de los niños de 5 años,España,98.8
2010,Tasa neta de escolarización de las niñas de 5 años,España,99.2
2011,Tasa neta de escolarización de las niñas de 5 años,España,98.8
2012,Tasa neta de escolarización de las niñas de 5 años,España,98.0
2013,Tasa neta de escolarización de las niñas de 5 años,España,97.9
2014,Tasa neta de escolarización de las niñas de 5 años,España,97.3
2015,Tasa neta de escolarización de las niñas de 5 años,España,98.1
2016,Tasa neta de escolarización de las niñas de 5 años,España,98.2
2017,Tasa neta de escolarización de las niñas de 5 años,España,95.9
2018,Tasa neta de escolarización de las niñas de 5 años,España,98.8
2019,Tasa neta de escolarización de las niñas de 5 años,España,98.9
2020,Tasa neta de escolarización de las niñas de 5 años,España,98.9
2021,Tasa neta de escolarización de las niñas de 5 años,España,98.3
2022,Tasa neta de escolarización de las niñas de 5 años,España,98.6
