Year,Serie,Región,Value
2010,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,49.8
2011,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,66.67
2012,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,79.02
2013,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,66.98
2014,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,69.54
2015,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,69.18
2016,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,70.64
2017,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,72.53
2018,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,72.69
2019,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,72.4
2020,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,67.8
2021,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,63.28
2022,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,64.35
2010,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,41.08
2011,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,56.55
2012,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,58.88
2013,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,53.33
2014,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,52.67
2015,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,54.19
2016,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,57.82
2017,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,60.42
2018,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,60.48
2019,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,60.47
2020,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,53.03
2021,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,51.49
2022,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,53.52
