Year,Serie,Región,Value
2011,Proporción de mujeres en cargos directivos,España,29.95
2012,Proporción de mujeres en cargos directivos,España,30.21
2013,Proporción de mujeres en cargos directivos,España,30.76
2014,Proporción de mujeres en cargos directivos,España,30.88
2015,Proporción de mujeres en cargos directivos,España,31.38
2016,Proporción de mujeres en cargos directivos,España,32.2
2017,Proporción de mujeres en cargos directivos,España,30.59
2018,Proporción de mujeres en cargos directivos,España,32.13
2019,Proporción de mujeres en cargos directivos,España,33.23
2020,Proporción de mujeres en cargos directivos,España,34.97
2021,Proporción de mujeres en cargos directivos,España,33.04
2021,Proporción de mujeres en cargos directivos,España,33.04
2022,Proporción de mujeres en cargos directivos,España,34.59
2022,Proporción de mujeres en cargos directivos,España,34.59
2023,Proporción de mujeres en cargos directivos,España,34.64
2023,Proporción de mujeres en cargos directivos,España,34.64
2011,Proporción de mujeres en alta dirección,España,28.09
2012,Proporción de mujeres en alta dirección,España,28.78
2013,Proporción de mujeres en alta dirección,España,29.34
2014,Proporción de mujeres en alta dirección,España,29.42
2015,Proporción de mujeres en alta dirección,España,30.35
2016,Proporción de mujeres en alta dirección,España,30.31
2017,Proporción de mujeres en alta dirección,España,30.92
2018,Proporción de mujeres en alta dirección,España,31.91
2019,Proporción de mujeres en alta dirección,España,33.73
2020,Proporción de mujeres en alta dirección,España,36.48
2021,Proporción de mujeres en alta dirección,España,33.9
2021,Proporción de mujeres en alta dirección,España,33.9
2022,Proporción de mujeres en alta dirección,España,36.2
2022,Proporción de mujeres en alta dirección,España,36.2
2023,Proporción de mujeres en alta dirección,España,35.47
2023,Proporción de mujeres en alta dirección,España,35.47
2010,Proporción de mujeres empresarias,España,35.18
2011,Proporción de mujeres empresarias,España,35.57
2012,Proporción de mujeres empresarias,España,35.88
2013,Proporción de mujeres empresarias,España,36.25
2014,Proporción de mujeres empresarias,España,36.6
2015,Proporción de mujeres empresarias,España,36.79
2016,Proporción de mujeres empresarias,España,37.1
2017,Proporción de mujeres empresarias,España,37.2
2018,Proporción de mujeres empresarias,España,37.47
2019,Proporción de mujeres empresarias,España,37.67
2020,Proporción de mujeres empresarias,España,37.65
2020,Proporción de mujeres empresarias,España,37.65
2021,Proporción de mujeres empresarias,España,38.03
2021,Proporción de mujeres empresarias,España,38.03
2022,Proporción de mujeres empresarias,España,38.43
2022,Proporción de mujeres empresarias,España,38.43
