Year,Serie,Región,Value
2010,Proporción de centros educativos no universitarios con acceso a electricidad,España,100.0
2011,Proporción de centros educativos no universitarios con acceso a electricidad,España,100.0
2012,Proporción de centros educativos no universitarios con acceso a electricidad,España,100.0
2013,Proporción de centros educativos no universitarios con acceso a electricidad,España,100.0
2014,Proporción de centros educativos no universitarios con acceso a electricidad,España,100.0
2015,Proporción de centros educativos no universitarios con acceso a electricidad,España,100.0
2016,Proporción de centros educativos no universitarios con acceso a electricidad,España,100.0
2017,Proporción de centros educativos no universitarios con acceso a electricidad,España,100.0
2018,Proporción de centros educativos no universitarios con acceso a electricidad,España,100.0
2019,Proporción de centros educativos no universitarios con acceso a electricidad,España,100.0
2020,Proporción de centros educativos no universitarios con acceso a electricidad,España,100.0
2021,Proporción de centros educativos no universitarios con acceso a electricidad,España,100.0
2022,Proporción de centros educativos no universitarios con acceso a electricidad,España,100.0
2023,Proporción de centros educativos no universitarios con acceso a electricidad,España,100.0
2011,Proporción de aulas habituales de clase con conexión a Internet en centros educativos no universitarios,España,80.6
2012,Proporción de aulas habituales de clase con conexión a Internet en centros educativos no universitarios,España,86.7
2013,Proporción de aulas habituales de clase con conexión a Internet en centros educativos no universitarios,España,89.8
2014,Proporción de aulas habituales de clase con conexión a Internet en centros educativos no universitarios,España,91.5
2015,Proporción de aulas habituales de clase con conexión a Internet en centros educativos no universitarios,España,92.7
2017,Proporción de aulas habituales de clase con conexión a Internet en centros educativos no universitarios,España,94.6
2019,Proporción de aulas habituales de clase con conexión a Internet en centros educativos no universitarios,España,96.8
2021,Proporción de aulas habituales de clase con conexión a Internet en centros educativos no universitarios,España,97.4
2010,Alumnado medio por ordenador destinado a tareas de enseñanza y aprendizaje en centros educativos no universitarios,España,4.3
2011,Alumnado medio por ordenador destinado a tareas de enseñanza y aprendizaje en centros educativos no universitarios,España,3.5
2012,Alumnado medio por ordenador destinado a tareas de enseñanza y aprendizaje en centros educativos no universitarios,España,3.2
2013,Alumnado medio por ordenador destinado a tareas de enseñanza y aprendizaje en centros educativos no universitarios,España,3.1
2014,Alumnado medio por ordenador destinado a tareas de enseñanza y aprendizaje en centros educativos no universitarios,España,3.0
2015,Alumnado medio por ordenador destinado a tareas de enseñanza y aprendizaje en centros educativos no universitarios,España,3.0
2017,Alumnado medio por ordenador destinado a tareas de enseñanza y aprendizaje en centros educativos no universitarios,España,3.0
2019,Alumnado medio por ordenador destinado a tareas de enseñanza y aprendizaje en centros educativos no universitarios,España,2.9
2021,Alumnado medio por ordenador destinado a tareas de enseñanza y aprendizaje en centros educativos no universitarios,España,2.5
2023,Alumnado medio por ordenador destinado a tareas de enseñanza y aprendizaje en centros educativos no universitarios,España,2.2
2010,Proporción de centros educativos no universitarios con acceso a suministro básico de agua potable,España,100.0
2011,Proporción de centros educativos no universitarios con acceso a suministro básico de agua potable,España,100.0
2012,Proporción de centros educativos no universitarios con acceso a suministro básico de agua potable,España,100.0
2013,Proporción de centros educativos no universitarios con acceso a suministro básico de agua potable,España,100.0
2014,Proporción de centros educativos no universitarios con acceso a suministro básico de agua potable,España,100.0
2015,Proporción de centros educativos no universitarios con acceso a suministro básico de agua potable,España,100.0
2016,Proporción de centros educativos no universitarios con acceso a suministro básico de agua potable,España,100.0
2017,Proporción de centros educativos no universitarios con acceso a suministro básico de agua potable,España,100.0
2018,Proporción de centros educativos no universitarios con acceso a suministro básico de agua potable,España,100.0
2019,Proporción de centros educativos no universitarios con acceso a suministro básico de agua potable,España,100.0
2020,Proporción de centros educativos no universitarios con acceso a suministro básico de agua potable,España,100.0
2021,Proporción de centros educativos no universitarios con acceso a suministro básico de agua potable,España,100.0
2022,Proporción de centros educativos no universitarios con acceso a suministro básico de agua potable,España,100.0
2023,Proporción de centros educativos no universitarios con acceso a suministro básico de agua potable,España,100.0
2024,Proporción de centros educativos no universitarios con acceso a suministro básico de agua potable,España,0.0
2010,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,España,100.0
2011,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,España,100.0
2012,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,España,100.0
2013,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,España,100.0
2014,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,España,100.0
2015,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,España,100.0
2016,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,España,100.0
2017,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,España,100.0
2018,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,España,100.0
2019,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,España,100.0
2020,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,España,100.0
2021,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,España,100.0
2022,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,España,100.0
2023,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,España,100.0
2024,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,España,0.0
2010,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2011,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2012,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2013,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2014,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2015,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2016,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2017,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2018,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2019,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2020,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2021,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2022,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2023,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2024,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,0.0
