Year,Serie,Región,Value
2013,Volumen de remesas enviadas al extranjero en proporción al PIB,España,0.6
2014,Volumen de remesas enviadas al extranjero en proporción al PIB,España,0.56
2015,Volumen de remesas enviadas al extranjero en proporción al PIB,España,0.57
2016,Volumen de remesas enviadas al extranjero en proporción al PIB,España,0.58
2017,Volumen de remesas enviadas al extranjero en proporción al PIB,España,0.61
2018,Volumen de remesas enviadas al extranjero en proporción al PIB,España,0.62
2019,Volumen de remesas enviadas al extranjero en proporción al PIB,España,0.65
2020,Volumen de remesas enviadas al extranjero en proporción al PIB,España,0.71
2021,Volumen de remesas enviadas al extranjero en proporción al PIB,España,0.74
2022,Volumen de remesas enviadas al extranjero en proporción al PIB,España,0.75
2023,Volumen de remesas enviadas al extranjero en proporción al PIB,España,0.74
2013,Volumen de remesas enviadas al extranjero,España,6106.0
2014,Volumen de remesas enviadas al extranjero,España,5833.0
2015,Volumen de remesas enviadas al extranjero,España,6144.0
2016,Volumen de remesas enviadas al extranjero,España,6519.0
2017,Volumen de remesas enviadas al extranjero,España,7086.0
2018,Volumen de remesas enviadas al extranjero,España,7503.0
2019,Volumen de remesas enviadas al extranjero,España,8132.0
2020,Volumen de remesas enviadas al extranjero,España,7905.0
2021,Volumen de remesas enviadas al extranjero,España,9047.0
2022,Volumen de remesas enviadas al extranjero,España,10058.0
2023,Volumen de remesas enviadas al extranjero,España,10764.0
