Year,Serie,RefArea,Value
2010,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,España,21.35
2011,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,España,19.67
2012,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,España,22.88
2013,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,España,21.65
2014,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,España,22.55
2015,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,España,21.57
2016,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,España,20.85
2017,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,España,20.83
2018,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,España,20.95
2019,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,España,20.74
2020,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,España,26.56
2021,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,España,25.96
2022,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,España,22.52
2010,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,Cantabria,21.93
2011,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,Cantabria,21.42
2012,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,Cantabria,24.55
2013,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,Cantabria,22.35
2014,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,Cantabria,23.47
2015,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,Cantabria,23.54
2016,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,Cantabria,23.28
2017,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,Cantabria,23.6
2018,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,Cantabria,23.8
2019,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,Cantabria,22.89
2020,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,Cantabria,27.55
2021,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,Cantabria,26.42
2022,Total de ingresos de las Administraciones Públicas Autonómicas y Locales en proporción al PIB,Cantabria,24.64
