Year,Serie,Región,Value
2010,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2891.88
2011,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2786.59
2012,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2711.86
2013,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2645.38
2014,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2632.51
2015,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2639.62
2016,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2727.58
2017,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2864.16
2018,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2999999999.44
2019,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,3057.56
2020,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,3070.48
2021,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,3255.24
