Year,Serie,Región,Value
2015,Tasa de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población,España,-2.59
2016,Tasa de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población,España,-0.86
2017,Tasa de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población,España,0.56
2018,Tasa de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población,España,2.27
2019,Tasa de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población,España,3.73
2020,Tasa de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población,España,4.69
2021,Tasa de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población,España,3.4
2014,Tasa de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población,Cantabria,-1.53
2015,Tasa de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población,Cantabria,2.79
2016,Tasa de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población,Cantabria,2.09
2017,Tasa de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población,Cantabria,2.09
2018,Tasa de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población,Cantabria,4.29
2019,Tasa de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población,Cantabria,3.74
2020,Tasa de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población,Cantabria,1.41
2021,Tasa de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población,Cantabria,2.71
2015,Tasa de crecimiento per cápita de los gastos de los hogares de la población total,España,-0.53
2016,Tasa de crecimiento per cápita de los gastos de los hogares de la población total,España,0.06
2017,Tasa de crecimiento per cápita de los gastos de los hogares de la población total,España,1.26
2018,Tasa de crecimiento per cápita de los gastos de los hogares de la población total,España,2.32
2019,Tasa de crecimiento per cápita de los gastos de los hogares de la población total,España,2.42
2020,Tasa de crecimiento per cápita de los gastos de los hogares de la población total,España,-0.24
2021,Tasa de crecimiento per cápita de los gastos de los hogares de la población total,España,0.81
2022,Tasa de crecimiento per cápita de los gastos de los hogares de la población total,España,1.74
2011,Tasa de crecimiento per cápita de los gastos de los hogares de la población total,Cantabria,2.02
2012,Tasa de crecimiento per cápita de los gastos de los hogares de la población total,Cantabria,-0.13
2013,Tasa de crecimiento per cápita de los gastos de los hogares de la población total,Cantabria,-1.17
2014,Tasa de crecimiento per cápita de los gastos de los hogares de la población total,Cantabria,-1.65
2015,Tasa de crecimiento per cápita de los gastos de los hogares de la población total,Cantabria,-0.54
2016,Tasa de crecimiento per cápita de los gastos de los hogares de la población total,Cantabria,-0.57
2017,Tasa de crecimiento per cápita de los gastos de los hogares de la población total,Cantabria,1.34
2018,Tasa de crecimiento per cápita de los gastos de los hogares de la población total,Cantabria,2.56
2019,Tasa de crecimiento per cápita de los gastos de los hogares de la población total,Cantabria,2.16
2020,Tasa de crecimiento per cápita de los gastos de los hogares de la población total,Cantabria,-2.25
2021,Tasa de crecimiento per cápita de los gastos de los hogares de la población total,Cantabria,-0.4
2022,Tasa de crecimiento per cápita de los gastos de los hogares de la población total,Cantabria,-0.38
2015,Tasa de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,España,-1.15
2017,Tasa de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,España,1.1
2018,Tasa de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,España,2.35
2019,Tasa de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,España,2.49
2020,Tasa de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,España,-0.18
2021,Tasa de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,España,0.5
2022,Tasa de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,España,1.72
2011,Tasa de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,Cantabria,4.24
2012,Tasa de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,Cantabria,0.54
2013,Tasa de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,Cantabria,-0.99
2014,Tasa de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,Cantabria,-0.99
2015,Tasa de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,Cantabria,-0.24
2016,Tasa de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,Cantabria,-1.51
2017,Tasa de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,Cantabria,1.29
2018,Tasa de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,Cantabria,1.38
2019,Tasa de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,Cantabria,1.67
2020,Tasa de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población,Cantabria,-3.11
