Year,Serie,Región,Value
2010,Tasa de crecimiento anual del PIB real por persona empleada,España,1.94
2011,Tasa de crecimiento anual del PIB real por persona empleada,España,1.77
2012,Tasa de crecimiento anual del PIB real por persona empleada,España,1.1
2013,Tasa de crecimiento anual del PIB real por persona empleada,España,1.03
2014,Tasa de crecimiento anual del PIB real por persona empleada,España,0.34
2015,Tasa de crecimiento anual del PIB real por persona empleada,España,1.01
2016,Tasa de crecimiento anual del PIB real por persona empleada,España,0.88
2017,Tasa de crecimiento anual del PIB real por persona empleada,España,0.33
2018,Tasa de crecimiento anual del PIB real por persona empleada,España,0.08
2019,Tasa de crecimiento anual del PIB real por persona empleada,España,-0.7
2010,Tasa de crecimiento anual del PIB real por persona empleada,Cantabria,3.82
2011,Tasa de crecimiento anual del PIB real por persona empleada,Cantabria,0.21
2012,Tasa de crecimiento anual del PIB real por persona empleada,Cantabria,1.83
2013,Tasa de crecimiento anual del PIB real por persona empleada,Cantabria,-1.21
2014,Tasa de crecimiento anual del PIB real por persona empleada,Cantabria,1.58
2015,Tasa de crecimiento anual del PIB real por persona empleada,Cantabria,0.97
2016,Tasa de crecimiento anual del PIB real por persona empleada,Cantabria,1.06
2017,Tasa de crecimiento anual del PIB real por persona empleada,Cantabria,0.28
2018,Tasa de crecimiento anual del PIB real por persona empleada,Cantabria,1.52
2019,Tasa de crecimiento anual del PIB real por persona empleada,Cantabria,-0.04
2010,Tasa de crecimiento anual del PIB real por persona empleada,España,2.54
2011,Tasa de crecimiento anual del PIB real por persona empleada,España,1.48
2012,Tasa de crecimiento anual del PIB real por persona empleada,España,1.93
2013,Tasa de crecimiento anual del PIB real por persona empleada,España,1.44
2014,Tasa de crecimiento anual del PIB real por persona empleada,España,0.3
2015,Tasa de crecimiento anual del PIB real por persona empleada,España,0.79
2016,Tasa de crecimiento anual del PIB real por persona empleada,España,0.45
2017,Tasa de crecimiento anual del PIB real por persona empleada,España,0.87
2018,Tasa de crecimiento anual del PIB real por persona empleada,España,-0.22
2010,Tasa de crecimiento anual del PIB real por persona empleada,Cantabria,5.14
2011,Tasa de crecimiento anual del PIB real por persona empleada,Cantabria,-0.18
2012,Tasa de crecimiento anual del PIB real por persona empleada,Cantabria,1.81
2013,Tasa de crecimiento anual del PIB real por persona empleada,Cantabria,-0.66
2014,Tasa de crecimiento anual del PIB real por persona empleada,Cantabria,1.59
2015,Tasa de crecimiento anual del PIB real por persona empleada,Cantabria,1.06
2016,Tasa de crecimiento anual del PIB real por persona empleada,Cantabria,0.33
2017,Tasa de crecimiento anual del PIB real por persona empleada,Cantabria,1.86
2018,Tasa de crecimiento anual del PIB real por persona empleada,Cantabria,1.12
