Year,Serie,Región,Value
2015,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,España,0.57
2016,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,España,0.54
2017,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,España,0.14
2018,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,España,0.16
2019,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,España,0.2
2020,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,España,0.42
2021,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,España,1.12
2022,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,España,1.24
2015,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,Cantabria,1.95
2016,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,Cantabria,3.73
2017,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,Cantabria,0.0
2018,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,Cantabria,0.25
2019,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,Cantabria,
2020,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,Cantabria,0.04
2021,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,Cantabria,1.16
2022,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,Cantabria,1.06
