Year,Serie,Región,Value
2010,Incidencia de la malaria,España,0.0
2011,Incidencia de la malaria,España,0.0
2012,Incidencia de la malaria,España,0.0
2013,Incidencia de la malaria,España,0.0
2014,Incidencia de la malaria,España,0.0
2015,Incidencia de la malaria,España,0.0
2016,Incidencia de la malaria,España,0.0
2017,Incidencia de la malaria,España,0.0
2018,Incidencia de la malaria,España,0.0
2019,Incidencia de la malaria,España,0.0
2020,Incidencia de la malaria,España,0.0
2021,Incidencia de la malaria,España,0.0
2022,Incidencia de la malaria,España,0.0
2010,Incidencia de la malaria,Cantabria,0.0
2011,Incidencia de la malaria,Cantabria,0.0
2012,Incidencia de la malaria,Cantabria,0.0
2013,Incidencia de la malaria,Cantabria,0.0
2014,Incidencia de la malaria,Cantabria,0.0
2015,Incidencia de la malaria,Cantabria,0.0
2016,Incidencia de la malaria,Cantabria,0.0
2017,Incidencia de la malaria,Cantabria,0.0
2018,Incidencia de la malaria,Cantabria,0.0
2019,Incidencia de la malaria,Cantabria,0.0
2020,Incidencia de la malaria,Cantabria,0.0
2021,Incidencia de la malaria,Cantabria,0.0
2022,Incidencia de la malaria,Cantabria,0.0
2010,Incidencia de la malaria en los hombres,España,0.0
2011,Incidencia de la malaria en los hombres,España,0.0
2012,Incidencia de la malaria en los hombres,España,0.0
2013,Incidencia de la malaria en los hombres,España,0.0
2014,Incidencia de la malaria en los hombres,España,0.0
2015,Incidencia de la malaria en los hombres,España,0.0
2016,Incidencia de la malaria en los hombres,España,0.0
2017,Incidencia de la malaria en los hombres,España,0.0
2018,Incidencia de la malaria en los hombres,España,0.0
2019,Incidencia de la malaria en los hombres,España,0.0
2020,Incidencia de la malaria en los hombres,España,0.0
2021,Incidencia de la malaria en los hombres,España,0.0
2022,Incidencia de la malaria en los hombres,España,0.0
2010,Incidencia de la malaria en los hombres,Cantabria,0.0
2011,Incidencia de la malaria en los hombres,Cantabria,0.0
2012,Incidencia de la malaria en los hombres,Cantabria,0.0
2013,Incidencia de la malaria en los hombres,Cantabria,0.0
2014,Incidencia de la malaria en los hombres,Cantabria,0.0
2015,Incidencia de la malaria en los hombres,Cantabria,0.0
2016,Incidencia de la malaria en los hombres,Cantabria,0.0
2017,Incidencia de la malaria en los hombres,Cantabria,0.0
2018,Incidencia de la malaria en los hombres,Cantabria,0.0
2019,Incidencia de la malaria en los hombres,Cantabria,0.0
2020,Incidencia de la malaria en los hombres,Cantabria,0.0
2021,Incidencia de la malaria en los hombres,Cantabria,0.0
2022,Incidencia de la malaria en los hombres,Cantabria,0.0
2010,Incidencia de la malaria en las mujeres,España,0.0
2011,Incidencia de la malaria en las mujeres,España,0.0
2012,Incidencia de la malaria en las mujeres,España,0.0
2013,Incidencia de la malaria en las mujeres,España,0.0
2014,Incidencia de la malaria en las mujeres,España,0.0
2015,Incidencia de la malaria en las mujeres,España,0.0
2016,Incidencia de la malaria en las mujeres,España,0.0
2017,Incidencia de la malaria en las mujeres,España,0.0
2018,Incidencia de la malaria en las mujeres,España,0.0
2019,Incidencia de la malaria en las mujeres,España,0.0
2020,Incidencia de la malaria en las mujeres,España,0.0
2021,Incidencia de la malaria en las mujeres,España,0.0
2022,Incidencia de la malaria en las mujeres,España,0.0
2010,Incidencia de la malaria en las mujeres,Cantabria,0.0
2011,Incidencia de la malaria en las mujeres,Cantabria,0.0
2012,Incidencia de la malaria en las mujeres,Cantabria,0.0
2013,Incidencia de la malaria en las mujeres,Cantabria,0.0
2014,Incidencia de la malaria en las mujeres,Cantabria,0.0
2015,Incidencia de la malaria en las mujeres,Cantabria,0.0
2016,Incidencia de la malaria en las mujeres,Cantabria,0.0
2017,Incidencia de la malaria en las mujeres,Cantabria,0.0
2018,Incidencia de la malaria en las mujeres,Cantabria,0.0
2019,Incidencia de la malaria en las mujeres,Cantabria,0.0
2020,Incidencia de la malaria en las mujeres,Cantabria,0.0
2021,Incidencia de la malaria en las mujeres,Cantabria,0.0
2022,Incidencia de la malaria en las mujeres,Cantabria,0.0
