Year,Serie,Región,Value
2010,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.0
2011,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.0
2012,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.0
2013,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.0
2014,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.0
2015,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.0
2016,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.0
2017,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.0
2018,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.0
2019,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.0
2020,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.0
2021,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.0
2022,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.0
2010,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,Cantabria,100.0
2011,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,Cantabria,100.0
2012,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,Cantabria,100.0
2013,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,Cantabria,100.0
2014,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,Cantabria,100.0
2015,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,Cantabria,100.0
2016,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,Cantabria,100.0
2017,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,Cantabria,100.0
2018,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,Cantabria,100.0
2019,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,Cantabria,100.0
2020,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,Cantabria,100.0
2021,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,Cantabria,100.0
2022,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,Cantabria,100.0
2023,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,Cantabria,100.0
