Year,Serie,Región,Value
2010,Número de líneas de banda ancha fija por cada 100 habitantes,España,22.91
2011,Número de líneas de banda ancha fija por cada 100 habitantes,España,23.92
2012,Número de líneas de banda ancha fija por cada 100 habitantes,España,24.6
2013,Número de líneas de banda ancha fija por cada 100 habitantes,España,26.21
2014,Número de líneas de banda ancha fija por cada 100 habitantes,España,27.97
2015,Número de líneas de banda ancha fija por cada 100 habitantes,España,29.17
2016,Número de líneas de banda ancha fija por cada 100 habitantes,España,30.4
2017,Número de líneas de banda ancha fija por cada 100 habitantes,España,31.55
2018,Número de líneas de banda ancha fija por cada 100 habitantes,España,32.54
2019,Número de líneas de banda ancha fija por cada 100 habitantes,España,33.28
2020,Número de líneas de banda ancha fija por cada 100 habitantes,España,34.21
2021,Número de líneas de banda ancha fija por cada 100 habitantes,España,35.18
2022,Número de líneas de banda ancha fija por cada 100 habitantes,España,36.04
2010,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,23.41
2011,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,24.54
2012,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,25.51
2013,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,27.0
2014,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,27.98
2015,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,29.06
2016,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,29.96
2017,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,31.86
2018,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,32.88
2019,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,35.22
2020,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,37.76
2021,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,39.21
2022,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,39.83
2010,Número de líneas de banda ancha fija con tecnología de acceso DSL por cada 100 habitantes,España,18.1
2011,Número de líneas de banda ancha fija con tecnología de acceso DSL por cada 100 habitantes,España,18.68
2012,Número de líneas de banda ancha fija con tecnología de acceso DSL por cada 100 habitantes,España,19.01
2013,Número de líneas de banda ancha fija con tecnología de acceso DSL por cada 100 habitantes,España,19.98
2014,Número de líneas de banda ancha fija con tecnología de acceso DSL por cada 100 habitantes,España,19.36
2015,Número de líneas de banda ancha fija con tecnología de acceso DSL por cada 100 habitantes,España,16.53
2016,Número de líneas de banda ancha fija con tecnología de acceso DSL por cada 100 habitantes,España,13.62
