Year,Serie,Región,Value
2010,Tasa de mortalidad materna,España,4.12
2011,Tasa de mortalidad materna,España,3.0
2012,Tasa de mortalidad materna,España,2.2
2013,Tasa de mortalidad materna,España,4.2
2014,Tasa de mortalidad materna,España,2.1
2015,Tasa de mortalidad materna,España,3.57
2016,Tasa de mortalidad materna,España,3.65
2017,Tasa de mortalidad materna,España,3.31
2018,Tasa de mortalidad materna,España,1.88
2019,Tasa de mortalidad materna,España,1.66
2010,Tasa de mortalidad materna,Cantabria,17.94
2011,Tasa de mortalidad materna,Cantabria,0.0
2012,Tasa de mortalidad materna,Cantabria,0.0
2013,Tasa de mortalidad materna,Cantabria,0.0
2014,Tasa de mortalidad materna,Cantabria,0.0
2015,Tasa de mortalidad materna,Cantabria,0.0
2016,Tasa de mortalidad materna,Cantabria,0.0
2017,Tasa de mortalidad materna,Cantabria,24.28
2018,Tasa de mortalidad materna,Cantabria,0.0
2019,Tasa de mortalidad materna,Cantabria,0.0
