Year,Serie,Región,Value
2011,Proporción de personas entre 18 y 64 años que han realizado actividades educativas en los últimos 12 meses,España,41.29
2016,Proporción de personas entre 18 y 64 años que han realizado actividades educativas en los últimos 12 meses,España,47.72
2011,Proporción de personas entre 18 y 64 años que han realizado actividades educativas en los últimos 12 meses,Cantabria,41.88
2016,Proporción de personas entre 18 y 64 años que han realizado actividades educativas en los últimos 12 meses,Cantabria,46.35
2010,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,España,11.16
2011,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,España,11.18
2012,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,España,11.17
2013,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,España,11.37
2014,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,España,10.11
2015,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,España,9.91
2016,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,España,9.39
2017,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,España,9.86
2018,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,España,10.48
2019,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,España,10.65
2020,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,España,11.0
2010,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,Cantabria,8.59
2011,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,Cantabria,9.02
2012,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,Cantabria,9.72
2013,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,Cantabria,10.52
2014,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,Cantabria,9.18
2015,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,Cantabria,10.71
2016,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,Cantabria,8.99
2017,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,Cantabria,10.68
2018,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,Cantabria,11.57
2019,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,Cantabria,11.34
2020,Proporción de personas entre 25 y 64 años que han realizado estudios o formación en las últimas cuatro semanas,Cantabria,11.94
2010,Proporción de personas entre 15 y 24 años que han realizado estudios o formación en las últimas cuatro semanas,España,64.55
2011,Proporción de personas entre 15 y 24 años que han realizado estudios o formación en las últimas cuatro semanas,España,66.14
2012,Proporción de personas entre 15 y 24 años que han realizado estudios o formación en las últimas cuatro semanas,España,68.52
2013,Proporción de personas entre 15 y 24 años que han realizado estudios o formación en las últimas cuatro semanas,España,69.98
2014,Proporción de personas entre 15 y 24 años que han realizado estudios o formación en las últimas cuatro semanas,España,71.52
2015,Proporción de personas entre 15 y 24 años que han realizado estudios o formación en las últimas cuatro semanas,España,72.02
2016,Proporción de personas entre 15 y 24 años que han realizado estudios o formación en las últimas cuatro semanas,España,72.98
2017,Proporción de personas entre 15 y 24 años que han realizado estudios o formación en las últimas cuatro semanas,España,73.05
2018,Proporción de personas entre 15 y 24 años que han realizado estudios o formación en las últimas cuatro semanas,España,73.59
2019,Proporción de personas entre 15 y 24 años que han realizado estudios o formación en las últimas cuatro semanas,España,73.37
2020,Proporción de personas entre 15 y 24 años que han realizado estudios o formación en las últimas cuatro semanas,España,74.1
2010,Proporción de personas entre 15 y 24 años que han realizado estudios o formación en las últimas cuatro semanas,Cantabria,64.25
2011,Proporción de personas entre 15 y 24 años que han realizado estudios o formación en las últimas cuatro semanas,Cantabria,66.13
2012,Proporción de personas entre 15 y 24 años que han realizado estudios o formación en las últimas cuatro semanas,Cantabria,71.14
2013,Proporción de personas entre 15 y 24 años que han realizado estudios o formación en las últimas cuatro semanas,Cantabria,77.91
2014,Proporción de personas entre 15 y 24 años que han realizado estudios o formación en las últimas cuatro semanas,Cantabria,76.07
2015,Proporción de personas entre 15 y 24 años que han realizado estudios o formación en las últimas cuatro semanas,Cantabria,77.13
2016,Proporción de personas entre 15 y 24 años que han realizado estudios o formación en las últimas cuatro semanas,Cantabria,77.11
2017,Proporción de personas entre 15 y 24 años que han realizado estudios o formación en las últimas cuatro semanas,Cantabria,77.51
2018,Proporción de personas entre 15 y 24 años que han realizado estudios o formación en las últimas cuatro semanas,Cantabria,79.83
2019,Proporción de personas entre 15 y 24 años que han realizado estudios o formación en las últimas cuatro semanas,Cantabria,79.52
