Year,Serie,Región,Value
2013,Volumen de remesas enviadas al extranjero en proporción al PIB,España,0.6
2014,Volumen de remesas enviadas al extranjero en proporción al PIB,España,0.57
2015,Volumen de remesas enviadas al extranjero en proporción al PIB,España,0.58
2016,Volumen de remesas enviadas al extranjero en proporción al PIB,España,0.6
2017,Volumen de remesas enviadas al extranjero en proporción al PIB,España,0.62
2018,Volumen de remesas enviadas al extranjero en proporción al PIB,España,0.64
2019,Volumen de remesas enviadas al extranjero en proporción al PIB,España,0.66
2020,Volumen de remesas enviadas al extranjero en proporción al PIB,España,0.71
2021,Volumen de remesas enviadas al extranjero en proporción al PIB,España,0.74
2013,Volumen de remesas enviadas al extranjero en proporción al PIB,Cantabria,0.46
2014,Volumen de remesas enviadas al extranjero en proporción al PIB,Cantabria,0.42
2015,Volumen de remesas enviadas al extranjero en proporción al PIB,Cantabria,0.43
2016,Volumen de remesas enviadas al extranjero en proporción al PIB,Cantabria,0.44
2017,Volumen de remesas enviadas al extranjero en proporción al PIB,Cantabria,0.45
2018,Volumen de remesas enviadas al extranjero en proporción al PIB,Cantabria,0.46
2019,Volumen de remesas enviadas al extranjero en proporción al PIB,Cantabria,0.47
2020,Volumen de remesas enviadas al extranjero en proporción al PIB,Cantabria,0.49
2021,Volumen de remesas enviadas al extranjero en proporción al PIB,Cantabria,0.49
2010,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,España,11.58
2011,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,España,13.71
2012,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,España,18.35
2013,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,España,20.63
2014,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,España,23.04
2015,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,España,24.42
2016,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,España,24.86
2017,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,España,24.78
2018,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,España,24.37
2019,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,España,23.69
2020,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,España,27.17
2021,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,España,25.58
2010,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,7.73
2011,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,10.25
2012,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,16.7
2013,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,18.33
2014,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,20.11
2015,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,21.7
2016,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,22.69
2017,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,22.93
2018,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,23.07
2019,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,22.48
2020,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,26.05
2021,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,24.74
2010,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,4.11
2011,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,4.52
2012,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,5.79
2013,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,4.75
2014,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,4.68
2015,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,4.79
2016,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,4.98
2017,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,5.24
2018,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,5.3
2019,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,5.35
2020,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,6.11
2021,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,5.95
2022,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,5.69
2010,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,4.52
2011,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,5.26
2012,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,6.46
2013,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,5.53
2014,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,4.7
2015,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,4.79
2016,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,4.77
2017,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,5.17
2018,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,5.14
2019,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,5.18
2020,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,6.1
2021,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,5.83
2022,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,5.61
2011,Tasa de variación interanual del PIB real,España,-0.81
2012,Tasa de variación interanual del PIB real,España,-2.96
2013,Tasa de variación interanual del PIB real,España,-1.4
2014,Tasa de variación interanual del PIB real,España,1.4
2015,Tasa de variación interanual del PIB real,España,3.84
2016,Tasa de variación interanual del PIB real,España,3.04
2017,Tasa de variación interanual del PIB real,España,2.98
2018,Tasa de variación interanual del PIB real,España,2.28
2019,Tasa de variación interanual del PIB real,España,1.98
2020,Tasa de variación interanual del PIB real,España,-11.17
2021,Tasa de variación interanual del PIB real,España,6.4
2022,Tasa de variación interanual del PIB real,España,5.77
2010,Tasa de variación interanual del PIB real,Cantabria,-0.18
2011,Tasa de variación interanual del PIB real,Cantabria,-2.33
2012,Tasa de variación interanual del PIB real,Cantabria,-2.52
2013,Tasa de variación interanual del PIB real,Cantabria,-3.06
2014,Tasa de variación interanual del PIB real,Cantabria,1.41
2015,Tasa de variación interanual del PIB real,Cantabria,2.28
2016,Tasa de variación interanual del PIB real,Cantabria,2.55
2017,Tasa de variación interanual del PIB real,Cantabria,3.06
2018,Tasa de variación interanual del PIB real,Cantabria,2.06
2019,Tasa de variación interanual del PIB real,Cantabria,1.34
2020,Tasa de variación interanual del PIB real,Cantabria,-10.3
2021,Tasa de variación interanual del PIB real,Cantabria,6.87
2022,Tasa de variación interanual del PIB real,Cantabria,4.76
2010,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-3.77
2011,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-5.16
2012,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-2.0
2013,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-1.6
2014,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-1.81
2015,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-1.75
2016,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-0.85
2017,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-0.36
2018,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-0.27
2019,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-0.59
2020,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-0.18
2021,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-0.02
2022,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-1.12
2010,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-4.87
2011,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-6.62
2012,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-1.91
2013,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-1.3
2014,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-1.48
2015,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-1.69
2016,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-1.47
2017,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-0.45
2018,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-0.28
2019,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-0.95
2020,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,0.37
2021,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,0.86
2022,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-0.56
2010,Tasa de desempleo,España,19.86
2011,Tasa de desempleo,España,21.39
2012,Tasa de desempleo,España,24.79
2013,Tasa de desempleo,España,26.09
2014,Tasa de desempleo,España,24.44
2015,Tasa de desempleo,España,22.06
2016,Tasa de desempleo,España,19.63
2017,Tasa de desempleo,España,17.22
2018,Tasa de desempleo,España,15.25
2019,Tasa de desempleo,España,14.1
2020,Tasa de desempleo,España,15.53
2021,Tasa de desempleo,España,14.78
2010,Tasa de desempleo,Cantabria,12.07
2011,Tasa de desempleo,Cantabria,13.75
2012,Tasa de desempleo,Cantabria,16.65
2013,Tasa de desempleo,Cantabria,18.86
2014,Tasa de desempleo,Cantabria,18.11
2015,Tasa de desempleo,Cantabria,16.68
2016,Tasa de desempleo,Cantabria,14.17
2017,Tasa de desempleo,Cantabria,12.54
2018,Tasa de desempleo,Cantabria,9.77
2019,Tasa de desempleo,Cantabria,9.49
2020,Tasa de desempleo,Cantabria,10.86
2021,Tasa de desempleo,Cantabria,10.89
2011,Tasa de variación interanual del índice de precios de consumo,España,3.2
2012,Tasa de variación interanual del índice de precios de consumo,España,2.45
2013,Tasa de variación interanual del índice de precios de consumo,España,1.41
2014,Tasa de variación interanual del índice de precios de consumo,España,-0.15
2015,Tasa de variación interanual del índice de precios de consumo,España,-0.5
2016,Tasa de variación interanual del índice de precios de consumo,España,-0.2
2017,Tasa de variación interanual del índice de precios de consumo,España,1.96
2018,Tasa de variación interanual del índice de precios de consumo,España,1.67
2019,Tasa de variación interanual del índice de precios de consumo,España,0.7
2020,Tasa de variación interanual del índice de precios de consumo,España,-0.32
2021,Tasa de variación interanual del índice de precios de consumo,España,3.09
2022,Tasa de variación interanual del índice de precios de consumo,España,8.39
2010,Tasa de variación interanual del índice de precios de consumo,Cantabria,1.9
2011,Tasa de variación interanual del índice de precios de consumo,Cantabria,3.4
2012,Tasa de variación interanual del índice de precios de consumo,Cantabria,2.6
2013,Tasa de variación interanual del índice de precios de consumo,Cantabria,2.1
2014,Tasa de variación interanual del índice de precios de consumo,Cantabria,-0.2
2015,Tasa de variación interanual del índice de precios de consumo,Cantabria,-0.9
2016,Tasa de variación interanual del índice de precios de consumo,Cantabria,-0.4
2017,Tasa de variación interanual del índice de precios de consumo,Cantabria,2.0
2018,Tasa de variación interanual del índice de precios de consumo,Cantabria,1.7
2019,Tasa de variación interanual del índice de precios de consumo,Cantabria,0.7
2020,Tasa de variación interanual del índice de precios de consumo,Cantabria,-0.3
2021,Tasa de variación interanual del índice de precios de consumo,Cantabria,3.3
2022,Tasa de variación interanual del índice de precios de consumo,Cantabria,8.3
2023,Tasa de variación interanual del índice de precios de consumo,Cantabria,3.8
