Year,Serie,Región,Value
2010,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.29
2011,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.29
2012,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.29
2013,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.27
2014,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.27
2015,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.27
2016,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.25
2017,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.25
2018,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.24
2019,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.22
2020,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.21
2021,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.21
2022,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.21
2010,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.46
2011,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.43
2012,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.44
2013,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.41
2014,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.42
2015,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.41
2016,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.39
2017,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.4
2018,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.41
2019,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.41
2020,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.39
2021,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.4
2022,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.36
