Year,Serie,Región,Value
2010,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,
2011,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,
2012,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,
2013,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,
2014,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,
2015,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,101.99
2016,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,98.3
2017,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,100.62
2018,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,102.69
2019,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,106.26
2020,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,81.41
2021,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,93.66
2022,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,95.96
2023,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,
2010,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,76.49
2011,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,63.56
2012,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,62.29
2013,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,69.85
2014,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,72.86
2015,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,68.05
2016,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,70.51
2017,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,79.34
2018,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,75.7
2019,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,74.88
