Year,Serie,Región,Value
2014,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,España,31.31
2015,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,España,30.52
2016,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,España,33.86
2017,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,España,36.11
2018,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,España,35.02
2019,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,España,37.96
2014,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,Cantabria,36.49
2015,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,Cantabria,38.02
2016,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,Cantabria,34.79
2017,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,Cantabria,35.17
2018,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,Cantabria,1.55
2019,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,Cantabria,1.59
