Year,Serie,Región,Value
2010,Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas,España,18.72
2011,Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas,España,17.24
2012,Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas,España,15.95
2013,Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas,España,13.92
2014,Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas,España,13.22
2015,Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas,España,12.47
2016,Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas,España,13.42
2017,Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas,España,14.22
2018,Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas,España,15.63
2019,Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas,España,16.15
2010,Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas,Cantabria,8.94
2011,Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas,Cantabria,9.69
2012,Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas,Cantabria,9.71
2013,Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas,Cantabria,11.02
2014,Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas,Cantabria,10.76
2015,Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas,Cantabria,12.76
2016,Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas,Cantabria,7.25
2017,Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas,Cantabria,6.48
2018,Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas,Cantabria,6.98
2019,Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas,Cantabria,7.69
