Year,Serie,Región,Value
2010,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,42.22
2011,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,43.14
2012,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,43.38
2015,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,44.52
2016,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,45.08
2017,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,45.43
2018,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,45.43
2019,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,46.19
2020,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,46.34
2021,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,47.18
2022,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,47.46
2010,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Cantabria,40.48
2011,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Cantabria,43.59
2012,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Cantabria,43.59
2015,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Cantabria,38.89
2016,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Cantabria,38.89
2017,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Cantabria,38.89
2018,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Cantabria,38.89
2019,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Cantabria,40.54
2020,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Cantabria,42.86
2021,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Cantabria,42.86
2022,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Cantabria,42.86
2023,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Cantabria,40.0
2011,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,34.13
2013,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,34.16
2015,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,44.38
2016,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,43.18
2018,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,43.17
2019,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,47.24
2020,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,45.08
2021,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,47.67
2022,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,48.7
2011,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Cantabria,50.0
2013,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Cantabria,50.0
2015,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Cantabria,25.0
2016,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Cantabria,25.0
2018,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Cantabria,25.0
2019,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Cantabria,44.44
2020,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Cantabria,44.44
2021,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Cantabria,44.44
2022,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Cantabria,44.44
2023,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Cantabria,33.33
2011,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,España,16.77
2013,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,España,17.17
2014,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,España,17.42
2015,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,España,19.09
2019,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,España,21.71
2021,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,España,22.04
2022,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,España,22.26
2011,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Cantabria,7.84
2013,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Cantabria,8.82
2014,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Cantabria,9.8
2015,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Cantabria,10.78
2019,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Cantabria,15.69
2021,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Cantabria,18.63
2022,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Cantabria,21.57
2023,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Cantabria,14.71
2011,Proporción de concejalías ocupadas por mujeres en los gobiernos locales,España,34.95
2013,Proporción de concejalías ocupadas por mujeres en los gobiernos locales,España,35.17
