Year,Serie,Región,Value
2010,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,España,1.0
2011,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,España,1.0
2012,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,España,1.0
2013,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,España,1.0
2014,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,España,1.0
2015,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,España,1.0
2016,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,España,1.0
2017,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,España,1.0
2018,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,España,1.0
2019,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,España,1.0
2020,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,España,1.0
2021,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,España,1.0
2022,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,España,1.0
2010,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,Cantabria,1.0
2011,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,Cantabria,1.0
2012,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,Cantabria,1.0
2013,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,Cantabria,1.0
2014,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,Cantabria,1.0
2015,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,Cantabria,1.0
2016,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,Cantabria,1.0
2017,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,Cantabria,1.0
2018,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,Cantabria,1.0
2019,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,Cantabria,1.0
2020,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,Cantabria,1.0
2021,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,Cantabria,1.0
2022,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,Cantabria,1.0
2023,Se dispone de un plan estadístico autonómico plenamente financiado y en fase de aplicación,Cantabria,1.0
