Year,Serie,Región,Value
2010,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,8237.69
2011,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,12447.36
2012,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,1881.42
2013,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,9283.13
2014,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,8412.92
2015,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,6589.59
2016,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,9109.58
2017,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,9392.44
2018,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,8370.53
2019,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,3879.79
2020,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,6648.52
2021,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,1358.71
2010,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Cantabria,58.67
2011,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Cantabria,56.24
2012,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Cantabria,-1933.33
2013,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Cantabria,-38.94
2014,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Cantabria,3009.67
2015,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Cantabria,154.08
2016,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Cantabria,21.24
2017,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Cantabria,19.19
2018,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Cantabria,3698.46
2019,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Cantabria,-70.07
2020,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Cantabria,22.44
2021,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Cantabria,4.0
2010,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,510.42
2011,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,286.82
2012,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,207.72
2013,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,185.7
2014,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,162.35
2015,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,189.8
2016,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,218.57
2017,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,244.96
2018,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,287.29
2019,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,321.29
2020,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,306.11
2010,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,2.66
2011,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,4.12
2012,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,0.44
2013,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,0.35
2014,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,0.33
2015,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,0.3
2016,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,0.81
2017,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,0.86
2018,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,1.94
2019,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,2.25
2020,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,1.74
2010,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.77
2011,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,1.17
2012,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.18
2013,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.91
2014,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.82
2015,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.61
2016,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.82
2017,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.81
2018,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.7
2019,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.31
2020,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.59
2010,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,0.46
2011,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,0.45
2012,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,-15.89
2013,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,-0.33
2014,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,24.96
2015,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,1.25
2016,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,0.17
2017,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,0.15
2018,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,26.91
2019,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,-0.49
