Year,Serie,Región,Value
2010,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2011,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2012,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2013,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2014,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2015,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2016,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2017,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2018,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2019,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2020,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2010,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2011,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2012,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2013,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2014,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2015,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2016,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2017,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2018,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2019,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2020,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2010,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2011,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2012,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2013,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2014,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2015,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2016,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2017,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2018,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2019,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2020,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2010,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2011,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2012,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2013,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2014,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2015,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2016,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2017,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2018,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2019,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2020,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2010,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2011,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2012,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2013,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2014,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2015,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2016,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2017,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2018,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2019,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2020,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2010,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2011,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2012,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2013,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2014,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2015,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2016,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2017,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2018,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2019,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2020,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2010,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2011,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2012,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2013,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2014,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2015,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2016,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2017,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2018,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2019,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2020,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",España,100.0
2010,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
2011,"Proporción de docentes con las calificaciones mínimas requeridas, desglosada por nivel educativo",Cantabria,100.0
