Year,Serie,Región,Value
2010,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,España,2891.88
2011,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,España,2786.59
2012,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,España,2710.87
2013,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,España,2644.69
2014,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,España,2631.26
2015,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,España,2638.15
2016,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,España,2726.24
2017,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,España,2862.78
2018,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,España,2998.58
2019,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,España,3056.42
2020,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,España,3069.78
2010,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,Cantabria,2217.93
2011,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,Cantabria,2170.85
2012,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,Cantabria,2024.42
2013,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,Cantabria,1819.25
2014,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,Cantabria,1766.34
2015,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,Cantabria,1882.45
2016,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,Cantabria,1933.37
2017,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,Cantabria,1862.88
2018,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,Cantabria,2037.79
2019,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,Cantabria,2129.32
2020,Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes,Cantabria,2241.18
