Year,Serie,Región,Value
2015,Proporción de personas entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,95.4
2016,Proporción de personas entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,95.09
2017,Proporción de personas entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,96.01
2018,Proporción de personas entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,96.07
2019,Proporción de personas entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,96.18
2020,Proporción de personas entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,96.26
2021,Proporción de personas entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,96.6
2022,Proporción de personas entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,96.84
2015,Proporción de personas entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,99.28
2016,Proporción de personas entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,99.8
2017,Proporción de personas entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,100.0
2018,Proporción de personas entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,99.61
2019,Proporción de personas entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,99.67
2020,Proporción de personas entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,99.57
2021,Proporción de personas entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,98.44
2022,Proporción de personas entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,97.79
2015,Proporción de hombres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,94.38
2016,Proporción de hombres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,94.05
2017,Proporción de hombres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,95.22
2018,Proporción de hombres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,95.14
2019,Proporción de hombres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,95.32
2020,Proporción de hombres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,95.39
2021,Proporción de hombres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,95.42
2022,Proporción de hombres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,96.35
2015,Proporción de hombres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,99.14
2016,Proporción de hombres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,100.0
2017,Proporción de hombres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,100.0
2018,Proporción de hombres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,100.0
2019,Proporción de hombres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,99.31
2020,Proporción de hombres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,99.52
2021,Proporción de hombres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,98.36
2022,Proporción de hombres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,96.71
2015,Proporción de mujeres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,96.49
2016,Proporción de mujeres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,96.19
2017,Proporción de mujeres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,96.87
2018,Proporción de mujeres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,97.05
2019,Proporción de mujeres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,97.09
2020,Proporción de mujeres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,97.16
2021,Proporción de mujeres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,97.89
2022,Proporción de mujeres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,España,97.34
2015,Proporción de mujeres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,99.44
2016,Proporción de mujeres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,99.61
2017,Proporción de mujeres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,100.0
2018,Proporción de mujeres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,99.15
2019,Proporción de mujeres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,100.0
2020,Proporción de mujeres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,99.61
2021,Proporción de mujeres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,98.51
2022,Proporción de mujeres entre 18 y 20 años que han completado al menos la primera etapa de enseñanza secundaria,Cantabria,99.01
2015,Proporción de personas entre 20 y 22 años que han completado al menos la segunda etapa de enseñanza secundaria,España,68.75
2016,Proporción de personas entre 20 y 22 años que han completado al menos la segunda etapa de enseñanza secundaria,España,69.67
2017,Proporción de personas entre 20 y 22 años que han completado al menos la segunda etapa de enseñanza secundaria,España,70.43
