Year,Serie,Región,Value
2010,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,49.8
2011,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,66.67
2012,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,79.02
2013,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,66.98
2014,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,69.54
2015,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,69.18
2016,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,70.64
2017,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,72.53
2018,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,72.69
2019,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,España,72.4
2010,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,Cantabria,47.15
2011,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,Cantabria,63.32
2012,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,Cantabria,76.98
2013,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,Cantabria,61.56
2014,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,Cantabria,62.54
2015,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,Cantabria,61.08
2016,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,Cantabria,64.15
2017,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,Cantabria,65.43
2018,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,Cantabria,62.62
2019,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuestos,Cantabria,63.16
2010,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,41.08
2011,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,56.55
2012,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,58.88
2013,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,53.33
2014,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,52.67
2015,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,54.19
2016,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,57.82
2017,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,60.42
2018,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,60.48
2019,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,España,60.47
2010,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,Cantabria,40.39
2011,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,Cantabria,54.9
2012,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,Cantabria,59.62
2013,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,Cantabria,56.01
2014,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,Cantabria,52.43
2015,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,Cantabria,50.79
2016,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,Cantabria,53.15
2017,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,Cantabria,54.69
2018,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,Cantabria,52.17
2019,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos,Cantabria,53.76
