Year,Serie,Región,Value
2010,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,4994.44
2011,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,4642.07
2012,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,4004.13
2013,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,2799.03
2014,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,2975.23
2015,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,3089.97
2016,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,3127.38
2017,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,3654.89
2018,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,3752.89
2019,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,4133.64
2020,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,4538.09
2010,Gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,66.73
2011,Gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,67.23
2012,Gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,53.09
2013,Gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,60.9
2014,Gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,67.61
2015,Gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,71.92
2016,Gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,76.11
2017,Gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,70.23
2018,Gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,80.99
2019,Gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,80.44
2020,Gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,71.3
2010,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,3.01
2011,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,2.85
2012,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,2.34
2013,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,1.73
2014,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,1.76
2015,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,1.81
2016,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,1.85
2017,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,2.08
2018,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,1.98
2019,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,2.07
2020,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,1.94
2010,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,2.84
2011,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,3.04
2012,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,2.22
2013,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,2.86
2014,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,3.01
2015,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,3.1
2016,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,3.19
2017,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,2.79
2018,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,3.04
2019,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,2.85
2020,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Cantabria,2.31
