Year,Serie,Región,Value
2017,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,España,94.84
2018,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,España,95.55
2019,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,España,94.75
2020,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,España,94.31
2017,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,Cantabria,96.36
2018,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,Cantabria,97.25
2019,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,Cantabria,91.67
2020,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,Cantabria,96.58
2017,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,España,88.46
2018,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,España,94.79
2019,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,España,94.42
2020,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,España,93.71
2017,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,Cantabria,98.36
2018,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,Cantabria,97.11
2019,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,Cantabria,91.77
2020,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,Cantabria,98.17
2017,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,España,93.14
2018,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,España,94.45
2019,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,España,94.26
2020,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,España,93.93
2017,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,Cantabria,90.49
2018,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,Cantabria,92.94
2019,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,Cantabria,92.62
2020,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,Cantabria,95.4
2017,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,España,77.78
2018,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,España,79.41
2019,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,España,80.21
2020,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,España,81.79
2017,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,Cantabria,79.12
2018,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,Cantabria,90.19
2019,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,Cantabria,75.45
2020,Proporción de la población inmunizada con todas las vacunas incluidas en cada programa nacional,Cantabria,82.93
