Year,Serie,Región,Value
2011,Consumo de energía eléctrica por unidad de PIB,España,21.7
2012,Consumo de energía eléctrica por unidad de PIB,España,22.1
2013,Consumo de energía eléctrica por unidad de PIB,España,21.89
2014,Consumo de energía eléctrica por unidad de PIB,España,21.35
2015,Consumo de energía eléctrica por unidad de PIB,España,20.96
2016,Consumo de energía eléctrica por unidad de PIB,España,20.49
2017,Consumo de energía eléctrica por unidad de PIB,España,20.14
2018,Consumo de energía eléctrica por unidad de PIB,España,19.76
2019,Consumo de energía eléctrica por unidad de PIB,España,19.07
2020,Consumo de energía eléctrica por unidad de PIB,España,20.29
2021,Consumo de energía eléctrica por unidad de PIB,España,19.56
2022,Consumo de energía eléctrica por unidad de PIB,España,18.06
2011,Consumo de energía eléctrica por unidad de PIB,Cantabria,30.7
2012,Consumo de energía eléctrica por unidad de PIB,Cantabria,30.96
2013,Consumo de energía eléctrica por unidad de PIB,Cantabria,31.78
2014,Consumo de energía eléctrica por unidad de PIB,Cantabria,30.89
2015,Consumo de energía eléctrica por unidad de PIB,Cantabria,29.66
2016,Consumo de energía eléctrica por unidad de PIB,Cantabria,28.59
2017,Consumo de energía eléctrica por unidad de PIB,Cantabria,28.84
2018,Consumo de energía eléctrica por unidad de PIB,Cantabria,27.6
2019,Consumo de energía eléctrica por unidad de PIB,Cantabria,26.67
2020,Consumo de energía eléctrica por unidad de PIB,Cantabria,27.56
2021,Consumo de energía eléctrica por unidad de PIB,Cantabria,28.63
2022,Consumo de energía eléctrica por unidad de PIB,Cantabria,24.49
