Year,Serie,Región,Value
2011,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,España,7.24
2012,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,España,7.11
2013,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,España,6.52
2014,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,España,6.75
2015,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,España,7.79
2016,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,España,7.99
2017,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,España,8.21
2018,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,España,8.88
2019,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,España,9.32
2020,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,España,9.65
2011,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,Cantabria,2.31
2012,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,Cantabria,2.67
2013,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,Cantabria,2.12
2014,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,Cantabria,1.46
2015,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,Cantabria,1.2
2016,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,Cantabria,1.22
2017,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,Cantabria,1.27
2018,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,Cantabria,1.3
2019,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,Cantabria,1.29
2020,Proporción de la superficie agrícola en que se practica una agricultura productiva y sostenible,Cantabria,1.48
2010,Emisiones de amoníaco de la agricultura y ganadería,España,442.85
2011,Emisiones de amoníaco de la agricultura y ganadería,España,431.66
2012,Emisiones de amoníaco de la agricultura y ganadería,España,429.52
2013,Emisiones de amoníaco de la agricultura y ganadería,España,432.75
2014,Emisiones de amoníaco de la agricultura y ganadería,España,453.17
2015,Emisiones de amoníaco de la agricultura y ganadería,España,456.85
2016,Emisiones de amoníaco de la agricultura y ganadería,España,458.94
2017,Emisiones de amoníaco de la agricultura y ganadería,España,474.84
2018,Emisiones de amoníaco de la agricultura y ganadería,España,471.25
2019,Emisiones de amoníaco de la agricultura y ganadería,España,464.77
2020,Emisiones de amoníaco de la agricultura y ganadería,España,478.27
2021,Emisiones de amoníaco de la agricultura y ganadería,España,465.98
2010,Emisiones de amoníaco de la agricultura y ganadería,Cantabria,8.5
2011,Emisiones de amoníaco de la agricultura y ganadería,Cantabria,6.83
2012,Emisiones de amoníaco de la agricultura y ganadería,Cantabria,6.72
2013,Emisiones de amoníaco de la agricultura y ganadería,Cantabria,7.08
2014,Emisiones de amoníaco de la agricultura y ganadería,Cantabria,7.78
2015,Emisiones de amoníaco de la agricultura y ganadería,Cantabria,7.48
2016,Emisiones de amoníaco de la agricultura y ganadería,Cantabria,7.27
2017,Emisiones de amoníaco de la agricultura y ganadería,Cantabria,7.25
2018,Emisiones de amoníaco de la agricultura y ganadería,Cantabria,7.1
2019,Emisiones de amoníaco de la agricultura y ganadería,Cantabria,6.95
2020,Emisiones de amoníaco de la agricultura y ganadería,Cantabria,7.04
2021,Emisiones de amoníaco de la agricultura y ganadería,Cantabria,7.36
2010,Emisiones de amoníaco por hectárea de la agricultura y ganadería,España,17.52
2011,Emisiones de amoníaco por hectárea de la agricultura y ganadería,España,16.93
2012,Emisiones de amoníaco por hectárea de la agricultura y ganadería,España,16.89
2013,Emisiones de amoníaco por hectárea de la agricultura y ganadería,España,17.01
2014,Emisiones de amoníaco por hectárea de la agricultura y ganadería,España,17.87
2015,Emisiones de amoníaco por hectárea de la agricultura y ganadería,España,18.09
2016,Emisiones de amoníaco por hectárea de la agricultura y ganadería,España,18.17
2017,Emisiones de amoníaco por hectárea de la agricultura y ganadería,España,18.72
2018,Emisiones de amoníaco por hectárea de la agricultura y ganadería,España,18.63
2019,Emisiones de amoníaco por hectárea de la agricultura y ganadería,España,18.39
2020,Emisiones de amoníaco por hectárea de la agricultura y ganadería,España,18.93
2021,Emisiones de amoníaco por hectárea de la agricultura y ganadería,España,18.41
2010,Emisiones de amoníaco por hectárea de la agricultura y ganadería,Cantabria,35.51
2011,Emisiones de amoníaco por hectárea de la agricultura y ganadería,Cantabria,27.17
2012,Emisiones de amoníaco por hectárea de la agricultura y ganadería,Cantabria,26.73
2013,Emisiones de amoníaco por hectárea de la agricultura y ganadería,Cantabria,28.14
2014,Emisiones de amoníaco por hectárea de la agricultura y ganadería,Cantabria,30.88
2015,Emisiones de amoníaco por hectárea de la agricultura y ganadería,Cantabria,29.78
2016,Emisiones de amoníaco por hectárea de la agricultura y ganadería,Cantabria,29.01
2017,Emisiones de amoníaco por hectárea de la agricultura y ganadería,Cantabria,28.93
2018,Emisiones de amoníaco por hectárea de la agricultura y ganadería,Cantabria,26.4
2019,Emisiones de amoníaco por hectárea de la agricultura y ganadería,Cantabria,25.82
2020,Emisiones de amoníaco por hectárea de la agricultura y ganadería,Cantabria,26.19
2021,Emisiones de amoníaco por hectárea de la agricultura y ganadería,Cantabria,27.43
