Year,Serie,Región,Value
2010,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,255.85
2011,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,253.18
2012,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,261.17
2013,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,252.21
2014,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,252.82
2015,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,267.76
2016,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,257.99
2017,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,263.31
2018,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,258.71
2019,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,247.65
2020,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,253.15
2021,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,251.75
2022,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,253.95
2023,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,
2010,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,68.24
2011,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,70.29
2012,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,78.07
2013,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,70.81
2014,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,72.69
2015,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,85.27
2016,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,76.85
2017,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,82.85
2018,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,85.01
2019,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,74.51
2020,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,65.64
2021,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,58.88
2022,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,66.83
2023,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,
2010,Tasa de mortalidad atribuida a la diabetes,España,21.04
2011,Tasa de mortalidad atribuida a la diabetes,España,21.39
2012,Tasa de mortalidad atribuida a la diabetes,España,21.36
2013,Tasa de mortalidad atribuida a la diabetes,España,20.16
2014,Tasa de mortalidad atribuida a la diabetes,España,20.73
2015,Tasa de mortalidad atribuida a la diabetes,España,21.95
2016,Tasa de mortalidad atribuida a la diabetes,España,20.05
2017,Tasa de mortalidad atribuida a la diabetes,España,21.01
2018,Tasa de mortalidad atribuida a la diabetes,España,21.24
2019,Tasa de mortalidad atribuida a la diabetes,España,20.48
2020,Tasa de mortalidad atribuida a la diabetes,España,23.86
2021,Tasa de mortalidad atribuida a la diabetes,España,22.7
2022,Tasa de mortalidad atribuida a la diabetes,España,23.15
2023,Tasa de mortalidad atribuida a la diabetes,España,
2010,Tasa de mortalidad atribuida al cáncer,España,221.87
2011,Tasa de mortalidad atribuida al cáncer,España,225.59
2012,Tasa de mortalidad atribuida al cáncer,España,228.64
2013,Tasa de mortalidad atribuida al cáncer,España,230.0
2014,Tasa de mortalidad atribuida al cáncer,España,228.87
2015,Tasa de mortalidad atribuida al cáncer,España,231.1
2016,Tasa de mortalidad atribuida al cáncer,España,234.12
2017,Tasa de mortalidad atribuida al cáncer,España,234.51
2018,Tasa de mortalidad atribuida al cáncer,España,232.31
2019,Tasa de mortalidad atribuida al cáncer,España,231.2
2020,Tasa de mortalidad atribuida al cáncer,España,229.24
2021,Tasa de mortalidad atribuida al cáncer,España,231.01
2022,Tasa de mortalidad atribuida al cáncer,España,231.58
2023,Tasa de mortalidad atribuida al cáncer,España,
