Year,Serie,Región,Value
2015,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",España,20.07
2016,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",España,17.92
2017,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",España,20.59
2018,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",España,21.24
2019,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",España,23.3
2020,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",España,23.29
2021,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",España,26.55
2022,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",España,
2010,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,14.17
2011,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,11.23
2012,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,9.21
2013,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,8.54
2014,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,8.6
2015,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,9.29
2016,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,7.14
2017,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,9.12
2018,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,8.88
2019,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,10.01
2020,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,10.57
2021,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,12.77
2022,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,
2015,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",España,10.77
2016,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",España,10.78
2017,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",España,11.48
2018,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",España,12.36
2019,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",España,13.29
2020,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",España,12.73
2021,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",España,13.78
2022,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",España,
