Year,Serie,Región,Value
2010,Número de líneas de banda ancha fija por cada 100 habitantes,España,22.91
2011,Número de líneas de banda ancha fija por cada 100 habitantes,España,23.92
2012,Número de líneas de banda ancha fija por cada 100 habitantes,España,24.6
2013,Número de líneas de banda ancha fija por cada 100 habitantes,España,26.21
2014,Número de líneas de banda ancha fija por cada 100 habitantes,España,27.97
2015,Número de líneas de banda ancha fija por cada 100 habitantes,España,29.17
2016,Número de líneas de banda ancha fija por cada 100 habitantes,España,30.4
2017,Número de líneas de banda ancha fija por cada 100 habitantes,España,31.55
2018,Número de líneas de banda ancha fija por cada 100 habitantes,España,32.54
2019,Número de líneas de banda ancha fija por cada 100 habitantes,España,33.28
2020,Número de líneas de banda ancha fija por cada 100 habitantes,España,34.21
2021,Número de líneas de banda ancha fija por cada 100 habitantes,España,35.18
2022,Número de líneas de banda ancha fija por cada 100 habitantes,España,36.04
2023,Número de líneas de banda ancha fija por cada 100 habitantes,España,37.08
2010,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,23.41
2011,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,24.44
2012,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,25.34
2013,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,26.94
2014,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,28.02
2015,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,29.23
2016,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,30.27
2017,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,32.25
2018,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,33.28
2019,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,35.62
2020,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,38.12
2021,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,39.47
2022,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,40.04
2023,Número de líneas de banda ancha fija por cada 100 habitantes,Cantabria,41.56
2010,Número de líneas de banda ancha fija con tecnología de acceso DSL por cada 100 habitantes,España,18.1
2011,Número de líneas de banda ancha fija con tecnología de acceso DSL por cada 100 habitantes,España,18.68
2012,Número de líneas de banda ancha fija con tecnología de acceso DSL por cada 100 habitantes,España,19.01
2013,Número de líneas de banda ancha fija con tecnología de acceso DSL por cada 100 habitantes,España,19.98
2014,Número de líneas de banda ancha fija con tecnología de acceso DSL por cada 100 habitantes,España,19.36
