Year,Serie,RefArea,Value
2011,Consumo de energía eléctrica por unidad de PIB,España,21.7
2012,Consumo de energía eléctrica por unidad de PIB,España,22.1
2013,Consumo de energía eléctrica por unidad de PIB,España,21.89
2014,Consumo de energía eléctrica por unidad de PIB,España,21.36
2015,Consumo de energía eléctrica por unidad de PIB,España,20.97
2016,Consumo de energía eléctrica por unidad de PIB,España,20.5
2017,Consumo de energía eléctrica por unidad de PIB,España,20.15
2017,Consumo de energía eléctrica por unidad de PIB,España,20.15
2018,Consumo de energía eléctrica por unidad de PIB,España,19.77
2018,Consumo de energía eléctrica por unidad de PIB,España,19.77
2019,Consumo de energía eléctrica por unidad de PIB,España,19.07
2019,Consumo de energía eléctrica por unidad de PIB,España,19.07
2020,Consumo de energía eléctrica por unidad de PIB,España,20.2
2011,Consumo de energía eléctrica por unidad de PIB,Cantabria,30.7
2012,Consumo de energía eléctrica por unidad de PIB,Cantabria,30.96
2013,Consumo de energía eléctrica por unidad de PIB,Cantabria,31.78
2014,Consumo de energía eléctrica por unidad de PIB,Cantabria,30.89
2015,Consumo de energía eléctrica por unidad de PIB,Cantabria,29.66
2016,Consumo de energía eléctrica por unidad de PIB,Cantabria,28.59
2017,Consumo de energía eléctrica por unidad de PIB,Cantabria,28.84
2017,Consumo de energía eléctrica por unidad de PIB,Cantabria,28.93
2018,Consumo de energía eléctrica por unidad de PIB,Cantabria,27.6
2018,Consumo de energía eléctrica por unidad de PIB,Cantabria,27.6
2019,Consumo de energía eléctrica por unidad de PIB,Cantabria,26.67
2019,Consumo de energía eléctrica por unidad de PIB,Cantabria,26.68
2020,Consumo de energía eléctrica por unidad de PIB,Cantabria,27.56
