Year,Serie,RefArea,Value
2010,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,255.85
2011,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,253.18
2012,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,261.17
2013,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,252.21
2014,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,252.82
2015,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,267.76
2016,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,257.99
2017,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,263.31
2018,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,258.71
2019,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,247.65
2020,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,253.15
2021,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,251.63
2022,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,253.88
2010,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Cantabria,298.0
2011,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Cantabria,291.43
2012,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Cantabria,287.06
2013,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Cantabria,268.35
2014,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Cantabria,277.97
2015,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Cantabria,282.29
2016,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Cantabria,272.77
2017,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Cantabria,281.57
2018,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Cantabria,273.56
2019,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Cantabria,281.66
2020,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Cantabria,277.65
2021,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Cantabria,278.03
2022,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Cantabria,289.31
2010,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,68.24
2011,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,70.29
2012,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,78.07
2013,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,70.81
2014,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,72.69
2015,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,85.27
2016,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,76.85
2017,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,82.85
2018,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,85.01
2019,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,74.51
2020,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,65.64
2021,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,58.85
2022,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,66.81
2010,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Cantabria,67.16
2011,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Cantabria,65.76
2012,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Cantabria,76.5
2013,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Cantabria,83.45
2014,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Cantabria,97.26
2015,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Cantabria,110.04
2016,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Cantabria,98.2
2017,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Cantabria,104.64
2018,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Cantabria,107.88
2019,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Cantabria,60.63
2020,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Cantabria,81.63
2021,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Cantabria,71.35
2022,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Cantabria,94.28
2010,Tasa de mortalidad atribuida a la diabetes,España,21.04
2011,Tasa de mortalidad atribuida a la diabetes,España,21.39
2012,Tasa de mortalidad atribuida a la diabetes,España,21.36
2013,Tasa de mortalidad atribuida a la diabetes,España,20.16
2014,Tasa de mortalidad atribuida a la diabetes,España,20.73
2015,Tasa de mortalidad atribuida a la diabetes,España,21.95
2016,Tasa de mortalidad atribuida a la diabetes,España,20.05
2017,Tasa de mortalidad atribuida a la diabetes,España,21.01
2018,Tasa de mortalidad atribuida a la diabetes,España,21.24
2019,Tasa de mortalidad atribuida a la diabetes,España,20.48
2020,Tasa de mortalidad atribuida a la diabetes,España,23.86
2021,Tasa de mortalidad atribuida a la diabetes,España,22.69
2022,Tasa de mortalidad atribuida a la diabetes,España,23.15
2010,Tasa de mortalidad atribuida a la diabetes,Cantabria,7.63
2011,Tasa de mortalidad atribuida a la diabetes,Cantabria,5.75
2012,Tasa de mortalidad atribuida a la diabetes,Cantabria,8.8
2013,Tasa de mortalidad atribuida a la diabetes,Cantabria,7.31
2014,Tasa de mortalidad atribuida a la diabetes,Cantabria,9.21
2015,Tasa de mortalidad atribuida a la diabetes,Cantabria,10.11
2016,Tasa de mortalidad atribuida a la diabetes,Cantabria,6.88
2017,Tasa de mortalidad atribuida a la diabetes,Cantabria,12.74
2018,Tasa de mortalidad atribuida a la diabetes,Cantabria,17.72
2019,Tasa de mortalidad atribuida a la diabetes,Cantabria,21.12
2020,Tasa de mortalidad atribuida a la diabetes,Cantabria,26.75
2021,Tasa de mortalidad atribuida a la diabetes,Cantabria,23.61
2022,Tasa de mortalidad atribuida a la diabetes,Cantabria,30.69
2010,Tasa de mortalidad atribuida al cáncer,España,221.87
2011,Tasa de mortalidad atribuida al cáncer,España,225.59
2012,Tasa de mortalidad atribuida al cáncer,España,228.64
2013,Tasa de mortalidad atribuida al cáncer,España,230.0
2014,Tasa de mortalidad atribuida al cáncer,España,228.87
2015,Tasa de mortalidad atribuida al cáncer,España,231.1
2016,Tasa de mortalidad atribuida al cáncer,España,234.12
2017,Tasa de mortalidad atribuida al cáncer,España,234.51
2018,Tasa de mortalidad atribuida al cáncer,España,232.31
2019,Tasa de mortalidad atribuida al cáncer,España,231.2
2020,Tasa de mortalidad atribuida al cáncer,España,229.24
2021,Tasa de mortalidad atribuida al cáncer,España,230.9
2022,Tasa de mortalidad atribuida al cáncer,España,231.52
2010,Tasa de mortalidad atribuida al cáncer,Cantabria,263.57
2011,Tasa de mortalidad atribuida al cáncer,Cantabria,267.93
2012,Tasa de mortalidad atribuida al cáncer,Cantabria,281.81
2013,Tasa de mortalidad atribuida al cáncer,Cantabria,280.08
2014,Tasa de mortalidad atribuida al cáncer,Cantabria,285.3
2015,Tasa de mortalidad atribuida al cáncer,Cantabria,290.35
2016,Tasa de mortalidad atribuida al cáncer,Cantabria,303.9
2017,Tasa de mortalidad atribuida al cáncer,Cantabria,281.05
2018,Tasa de mortalidad atribuida al cáncer,Cantabria,286.46
2019,Tasa de mortalidad atribuida al cáncer,Cantabria,280.97
2020,Tasa de mortalidad atribuida al cáncer,Cantabria,276.11
2021,Tasa de mortalidad atribuida al cáncer,Cantabria,271.87
2022,Tasa de mortalidad atribuida al cáncer,Cantabria,278.06
