Year,Serie,RefArea,Value
2011,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,España,44.33
2012,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,España,39.8
2013,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,España,35.04
2014,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,España,34.03
2015,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,España,39.77
2016,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,España,38.37
2017,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,España,43.2
2018,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,España,40.95
2019,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,España,44.46
2020,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,España,48.68
2021,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,España,46.67
2022,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,España,47.9
2011,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,Cantabria,43.43
2012,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,Cantabria,41.41
2013,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,Cantabria,43.75
2014,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,Cantabria,39.93
2015,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,Cantabria,34.31
2016,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,Cantabria,39.22
2017,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,Cantabria,50.98
2018,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,Cantabria,34.31
2019,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,Cantabria,53.59
2020,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,Cantabria,56.7
2021,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,Cantabria,41.71
2022,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,Cantabria,58.23
2023,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos,Cantabria,48.47
2011,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos en materia de enseñanza,España,46.45
2012,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos en materia de enseñanza,España,40.26
2013,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos en materia de enseñanza,España,31.8
2014,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos en materia de enseñanza,España,32.62
2015,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos en materia de enseñanza,España,37.29
2016,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos en materia de enseñanza,España,37.42
2017,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos en materia de enseñanza,España,46.67
2018,Proporción de la población que se siente satisfecha con el funcionamiento de los servicios públicos en materia de enseñanza,España,47.63
