Year,Serie,RefArea,Value
2016,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,España,0.42
2017,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,España,0.47
2018,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,España,0.51
2019,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,España,1.15
2020,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,España,0.57
2021,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,España,0.4
2022,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,España,0.49
2016,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,Cantabria,0.17
2017,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,Cantabria,0.0
2018,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,Cantabria,0.0
2019,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,Cantabria,1.2
2020,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,Cantabria,0.0
2021,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,Cantabria,0.34
2022,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,Cantabria,0.51
2012,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,España,0.27
2013,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,España,0.57
2014,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,España,0.33
2015,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,España,0.29
2016,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,España,0.32
2017,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,España,0.33
2018,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,España,0.27
2019,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,España,0.62
2020,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,España,0.34
2021,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,España,0.29
2022,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,España,0.28
2012,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,Cantabria,0.0
2013,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,Cantabria,0.51
2014,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,Cantabria,0.0
2015,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,Cantabria,0.0
2016,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,Cantabria,0.17
2017,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,Cantabria,0.0
2018,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,Cantabria,0.0
2019,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,Cantabria,1.03
2020,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,Cantabria,0.0
2021,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,Cantabria,0.34
2022,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,Cantabria,0.51
2015,Número de víctimas detectadas de tráfico de personas para explotación laboral por cada 100.000 habitantes,España,0.29
2016,Número de víctimas detectadas de tráfico de personas para explotación laboral por cada 100.000 habitantes,España,0.05
2017,Número de víctimas detectadas de tráfico de personas para explotación laboral por cada 100.000 habitantes,España,0.12
2018,Número de víctimas detectadas de tráfico de personas para explotación laboral por cada 100.000 habitantes,España,0.2
2019,Número de víctimas detectadas de tráfico de personas para explotación laboral por cada 100.000 habitantes,España,0.41
2020,Número de víctimas detectadas de tráfico de personas para explotación laboral por cada 100.000 habitantes,España,0.21
2021,Número de víctimas detectadas de tráfico de personas para explotación laboral por cada 100.000 habitantes,España,0.11
2022,Número de víctimas detectadas de tráfico de personas para explotación laboral por cada 100.000 habitantes,España,0.19
2015,Número de víctimas detectadas de tráfico de personas para explotación laboral por cada 100.000 habitantes,Cantabria,0.0
2016,Número de víctimas detectadas de tráfico de personas para explotación laboral por cada 100.000 habitantes,Cantabria,0.0
2017,Número de víctimas detectadas de tráfico de personas para explotación laboral por cada 100.000 habitantes,Cantabria,0.0
2018,Número de víctimas detectadas de tráfico de personas para explotación laboral por cada 100.000 habitantes,Cantabria,0.0
2019,Número de víctimas detectadas de tráfico de personas para explotación laboral por cada 100.000 habitantes,Cantabria,0.0
2020,Número de víctimas detectadas de tráfico de personas para explotación laboral por cada 100.000 habitantes,Cantabria,0.0
2021,Número de víctimas detectadas de tráfico de personas para explotación laboral por cada 100.000 habitantes,Cantabria,0.0
2022,Número de víctimas detectadas de tráfico de personas para explotación laboral por cada 100.000 habitantes,Cantabria,0.0
2016,Número de víctimas detectadas de tráfico de personas para la obtención de órganos por cada 100.000 habitantes,España,0.0
2017,Número de víctimas detectadas de tráfico de personas para la obtención de órganos por cada 100.000 habitantes,España,0.0
2018,Número de víctimas detectadas de tráfico de personas para la obtención de órganos por cada 100.000 habitantes,España,0.0
2019,Número de víctimas detectadas de tráfico de personas para la obtención de órganos por cada 100.000 habitantes,España,0.0
2020,Número de víctimas detectadas de tráfico de personas para la obtención de órganos por cada 100.000 habitantes,España,0.0
2021,Número de víctimas detectadas de tráfico de personas para la obtención de órganos por cada 100.000 habitantes,España,0.0
2022,Número de víctimas detectadas de tráfico de personas para la obtención de órganos por cada 100.000 habitantes,España,0.0
2016,Número de víctimas detectadas de tráfico de personas para la obtención de órganos por cada 100.000 habitantes,Cantabria,0.0
2017,Número de víctimas detectadas de tráfico de personas para la obtención de órganos por cada 100.000 habitantes,Cantabria,0.0
2018,Número de víctimas detectadas de tráfico de personas para la obtención de órganos por cada 100.000 habitantes,Cantabria,0.0
2019,Número de víctimas detectadas de tráfico de personas para la obtención de órganos por cada 100.000 habitantes,Cantabria,0.0
2020,Número de víctimas detectadas de tráfico de personas para la obtención de órganos por cada 100.000 habitantes,Cantabria,0.0
2021,Número de víctimas detectadas de tráfico de personas para la obtención de órganos por cada 100.000 habitantes,Cantabria,0.0
2022,Número de víctimas detectadas de tráfico de personas para la obtención de órganos por cada 100.000 habitantes,Cantabria,0.0
2016,"Número de víctimas detectadas de tráfico de personas para otros fines (matrimonios forzados, criminalidad forzada o mendicidad) por cada 100.000 habitantes",España,0.04
2017,"Número de víctimas detectadas de tráfico de personas para otros fines (matrimonios forzados, criminalidad forzada o mendicidad) por cada 100.000 habitantes",España,0.02
2018,"Número de víctimas detectadas de tráfico de personas para otros fines (matrimonios forzados, criminalidad forzada o mendicidad) por cada 100.000 habitantes",España,0.03
2019,"Número de víctimas detectadas de tráfico de personas para otros fines (matrimonios forzados, criminalidad forzada o mendicidad) por cada 100.000 habitantes",España,0.12
2020,"Número de víctimas detectadas de tráfico de personas para otros fines (matrimonios forzados, criminalidad forzada o mendicidad) por cada 100.000 habitantes",España,0.02
2022,"Número de víctimas detectadas de tráfico de personas para otros fines (matrimonios forzados, criminalidad forzada o mendicidad) por cada 100.000 habitantes",España,0.02
2016,"Número de víctimas detectadas de tráfico de personas para otros fines (matrimonios forzados, criminalidad forzada o mendicidad) por cada 100.000 habitantes",Cantabria,0.0
2017,"Número de víctimas detectadas de tráfico de personas para otros fines (matrimonios forzados, criminalidad forzada o mendicidad) por cada 100.000 habitantes",Cantabria,0.0
2018,"Número de víctimas detectadas de tráfico de personas para otros fines (matrimonios forzados, criminalidad forzada o mendicidad) por cada 100.000 habitantes",Cantabria,0.0
2019,"Número de víctimas detectadas de tráfico de personas para otros fines (matrimonios forzados, criminalidad forzada o mendicidad) por cada 100.000 habitantes",Cantabria,0.17
2020,"Número de víctimas detectadas de tráfico de personas para otros fines (matrimonios forzados, criminalidad forzada o mendicidad) por cada 100.000 habitantes",Cantabria,0.0
2021,"Número de víctimas detectadas de tráfico de personas para otros fines (matrimonios forzados, criminalidad forzada o mendicidad) por cada 100.000 habitantes",Cantabria,0.0
2022,"Número de víctimas detectadas de tráfico de personas para otros fines (matrimonios forzados, criminalidad forzada o mendicidad) por cada 100.000 habitantes",Cantabria,0.0
