Year,Serie,RefArea,Value
2015,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",España,20.07
2016,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",España,17.92
2017,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",España,20.59
2018,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",España,21.24
2019,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",España,23.3
2020,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",España,23.29
2021,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",España,26.54
2015,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",Cantabria,11.39
2016,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",Cantabria,11.77
2017,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",Cantabria,14.45
2018,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",Cantabria,15.69
2019,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",Cantabria,14.36
2020,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",Cantabria,15.11
2021,"Gasto per cápita de las administraciones públicas autonómicas y locales en la preservación, protección y conservación del patrimonio cultural",Cantabria,17.23
2010,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,14.17
2011,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,11.23
2012,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,9.21
2013,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,8.54
2014,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,8.6
2015,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,9.29
2016,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,7.14
2017,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,9.12
2018,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,8.88
2019,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,10.01
2020,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,10.57
2021,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",España,12.76
2010,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",Cantabria,9.55
2011,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",Cantabria,7.19
2012,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",Cantabria,6.85
2013,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",Cantabria,6.67
2014,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",Cantabria,7.5
2015,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",Cantabria,5.67
2016,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",Cantabria,5.87
2017,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",Cantabria,8.33
2018,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",Cantabria,8.25
2019,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",Cantabria,7.4
2020,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",Cantabria,7.36
2021,"Gasto per cápita de las administraciones públicas autonómicas en la preservación, protección y conservación del patrimonio cultural",Cantabria,9.43
2015,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",España,10.77
2016,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",España,10.78
2017,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",España,11.48
2018,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",España,12.36
2019,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",España,13.29
2020,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",España,12.73
2021,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",España,13.78
2015,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",Cantabria,5.72
2016,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",Cantabria,5.9
2017,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",Cantabria,6.12
2018,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",Cantabria,7.45
2019,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",Cantabria,6.97
2020,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",Cantabria,7.76
2021,"Gasto per cápita de las administraciones públicas locales en la preservación, protección y conservación del patrimonio cultural",Cantabria,7.8
