Year,Serie,RefArea,Value
2010,Tasa de mortalidad de niños menores de 5 años,España,3.87
2011,Tasa de mortalidad de niños menores de 5 años,España,3.81
2012,Tasa de mortalidad de niños menores de 5 años,España,3.72
2013,Tasa de mortalidad de niños menores de 5 años,España,3.37
2014,Tasa de mortalidad de niños menores de 5 años,España,3.41
2015,Tasa de mortalidad de niños menores de 5 años,España,3.16
2016,Tasa de mortalidad de niños menores de 5 años,España,3.27
2017,Tasa de mortalidad de niños menores de 5 años,España,3.26
2018,Tasa de mortalidad de niños menores de 5 años,España,3.29
2019,Tasa de mortalidad de niños menores de 5 años,España,3.27
2020,Tasa de mortalidad de niños menores de 5 años,España,3.13
2010,Tasa de mortalidad de niños menores de 5 años,Cantabria,4.48
2011,Tasa de mortalidad de niños menores de 5 años,Cantabria,2.81
2012,Tasa de mortalidad de niños menores de 5 años,Cantabria,3.55
2013,Tasa de mortalidad de niños menores de 5 años,Cantabria,4.14
2014,Tasa de mortalidad de niños menores de 5 años,Cantabria,2.63
2015,Tasa de mortalidad de niños menores de 5 años,Cantabria,3.89
2016,Tasa de mortalidad de niños menores de 5 años,Cantabria,1.89
2017,Tasa de mortalidad de niños menores de 5 años,Cantabria,2.67
2018,Tasa de mortalidad de niños menores de 5 años,Cantabria,2.89
2019,Tasa de mortalidad de niños menores de 5 años,Cantabria,2.26
2020,Tasa de mortalidad de niños menores de 5 años,Cantabria,3.23
