Year,Serie,RefArea,Value
2010,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",España,5.72
2011,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",España,5.65
2012,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",España,5.62
2013,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",España,5.91
2014,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",España,6.41
2015,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",España,7.01
2016,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",España,7.28
2017,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",España,7.08
2018,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",España,7.05
2019,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",España,7.87
2020,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",España,8.54
2021,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",España,9.99
2010,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",Cantabria,5.91
2011,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",Cantabria,6.55
2012,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",Cantabria,6.01
2013,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",Cantabria,4.37
2014,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",Cantabria,5.52
2015,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",Cantabria,6.48
2016,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",Cantabria,7.74
2017,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",Cantabria,5.73
2018,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",Cantabria,6.85
2019,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",Cantabria,7.91
2020,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",Cantabria,8.36
2021,"Proporción de personas que viven en hogares con grandes gastos sanitarios, superiores al 10% del gasto total del hogar",Cantabria,6.88
