Year,Serie,RefArea,Value
2010,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.34
2011,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.34
2012,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.34
2013,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.32
2014,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.32
2015,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.32
2016,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.3
2017,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.3
2018,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.29
2019,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.27
2020,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.26
2010,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.53
2011,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.51
2012,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.52
2013,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.48
2014,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.5
2015,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.48
2016,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.47
2017,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.47
2018,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.48
2019,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.47
2020,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Cantabria,0.44
2010,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,7.78
2011,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,7.76
2012,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,7.61
2013,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,7.06
2014,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,7.14
2015,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,7.41
2016,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,7.16
2017,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,7.44
2018,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,7.28
2019,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,6.84
2020,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,5.85
2010,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Cantabria,11.64
2011,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Cantabria,10.84
2012,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Cantabria,10.79
2013,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Cantabria,9.75
2014,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Cantabria,10.26
2015,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Cantabria,10.17
2016,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Cantabria,10.14
2017,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Cantabria,10.59
2018,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Cantabria,10.94
2019,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Cantabria,11.02
2020,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Cantabria,9.29
2010,Emisiones de gases de efecto invernadero respecto al año 1990,España,22.34
2011,Emisiones de gases de efecto invernadero respecto al año 1990,España,22.56
2012,Emisiones de gases de efecto invernadero respecto al año 1990,España,20.74
2013,Emisiones de gases de efecto invernadero respecto al año 1990,España,10.39
2014,Emisiones de gases de efecto invernadero respecto al año 1990,España,10.24
2015,Emisiones de gases de efecto invernadero respecto al año 1990,España,13.89
2016,Emisiones de gases de efecto invernadero respecto al año 1990,España,9.08
2017,Emisiones de gases de efecto invernadero respecto al año 1990,España,14.02
2018,Emisiones de gases de efecto invernadero respecto al año 1990,España,11.41
2019,Emisiones de gases de efecto invernadero respecto al año 1990,España,4.24
2010,Emisiones de gases de efecto invernadero respecto al año 1990,Cantabria,37.54
2011,Emisiones de gases de efecto invernadero respecto al año 1990,Cantabria,28.67
2012,Emisiones de gases de efecto invernadero respecto al año 1990,Cantabria,27.87
2013,Emisiones de gases de efecto invernadero respecto al año 1990,Cantabria,14.92
2014,Emisiones de gases de efecto invernadero respecto al año 1990,Cantabria,19.96
2015,Emisiones de gases de efecto invernadero respecto al año 1990,Cantabria,18.18
2016,Emisiones de gases de efecto invernadero respecto al año 1990,Cantabria,17.02
2017,Emisiones de gases de efecto invernadero respecto al año 1990,Cantabria,22.16
2018,Emisiones de gases de efecto invernadero respecto al año 1990,Cantabria,26.02
2019,Emisiones de gases de efecto invernadero respecto al año 1990,Cantabria,26.48
2010,Emisiones de gases de efecto invernadero respecto al año 2005,España,-21.27
2011,Emisiones de gases de efecto invernadero respecto al año 2005,España,-21.12
2012,Emisiones de gases de efecto invernadero respecto al año 2005,España,-22.29
2013,Emisiones de gases de efecto invernadero respecto al año 2005,España,-28.95
2014,Emisiones de gases de efecto invernadero respecto al año 2005,España,-29.05
2015,Emisiones de gases de efecto invernadero respecto al año 2005,España,-26.7
2016,Emisiones de gases de efecto invernadero respecto al año 2005,España,-29.8
2017,Emisiones de gases de efecto invernadero respecto al año 2005,España,-26.62
2018,Emisiones de gases de efecto invernadero respecto al año 2005,España,-28.3
2019,Emisiones de gases de efecto invernadero respecto al año 2005,España,-32.91
2010,Emisiones de gases de efecto invernadero respecto al año 2005,Cantabria,-5.15
2011,Emisiones de gases de efecto invernadero respecto al año 2005,Cantabria,-11.27
2012,Emisiones de gases de efecto invernadero respecto al año 2005,Cantabria,-11.82
2013,Emisiones de gases de efecto invernadero respecto al año 2005,Cantabria,-20.75
2014,Emisiones de gases de efecto invernadero respecto al año 2005,Cantabria,-17.28
2015,Emisiones de gases de efecto invernadero respecto al año 2005,Cantabria,-18.5
2016,Emisiones de gases de efecto invernadero respecto al año 2005,Cantabria,-19.3
2017,Emisiones de gases de efecto invernadero respecto al año 2005,Cantabria,-15.76
2018,Emisiones de gases de efecto invernadero respecto al año 2005,Cantabria,-13.1
2019,Emisiones de gases de efecto invernadero respecto al año 2005,Cantabria,-12.78
