Year,Serie,RefArea,Value
2015,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,101.99
2016,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,98.3
2017,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,100.62
2018,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,102.69
2019,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,106.26
2020,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,81.41
2021,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,93.62
2010,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,76.49
2011,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,63.56
2012,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,62.26
2013,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,69.83
2014,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,72.84
2015,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,68.03
2016,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,70.52
2017,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,79.36
2018,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,75.74
2019,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,74.93
2020,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,68.17
2021,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Cantabria,82.78
2015,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,173.77
2016,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,167.19
2017,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,171.1
2018,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,174.05
2019,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,179.48
2020,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,136.08
2021,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,156.63
2010,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,Cantabria,136.07
2011,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,Cantabria,111.84
2012,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,Cantabria,108.16
2013,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,Cantabria,125.73
2014,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,Cantabria,126.94
2015,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,Cantabria,116.43
2016,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,Cantabria,121.15
2017,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,Cantabria,139.65
2018,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,Cantabria,128.47
2019,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,Cantabria,124.13
2020,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,Cantabria,115.94
2021,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,Cantabria,139.27
2015,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,España,32.23
2016,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,España,31.55
2017,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,España,32.47
2018,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,España,33.78
2019,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,España,35.58
2020,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,España,28.68
2021,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,España,32.79
2010,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,Cantabria,19.28
2011,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,Cantabria,17.23
2012,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,Cantabria,18.23
2013,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,Cantabria,16.3
2014,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,Cantabria,21.04
2015,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,Cantabria,21.78
2016,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,Cantabria,22.19
2017,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,Cantabria,21.86
2018,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,Cantabria,25.54
2019,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,Cantabria,28.16
2020,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,Cantabria,22.78
2021,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,Cantabria,29.08
2015,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,España,59.22
2016,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,España,57.41
2017,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,España,55.37
2018,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,España,55.22
2019,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,España,57.78
2020,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,España,42.28
2021,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,España,53.07
2010,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,Cantabria,14.59
2011,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,Cantabria,15.21
2012,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,Cantabria,22.16
2013,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,Cantabria,31.09
2014,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,Cantabria,27.97
