Year,Serie,RefArea,Value
2010,Tasa de mortalidad materna,España,4.11
2011,Tasa de mortalidad materna,España,2.97
2012,Tasa de mortalidad materna,España,2.2
2013,Tasa de mortalidad materna,España,4.23
2014,Tasa de mortalidad materna,España,2.1
2015,Tasa de mortalidad materna,España,3.57
2016,Tasa de mortalidad materna,España,3.65
2017,Tasa de mortalidad materna,España,3.31
2018,Tasa de mortalidad materna,España,1.88
2019,Tasa de mortalidad materna,España,1.66
2020,Tasa de mortalidad materna,España,2.93
2021,Tasa de mortalidad materna,España,3.26
2022,Tasa de mortalidad materna,España,3.34
2010,Tasa de mortalidad materna,Cantabria,17.94
2011,Tasa de mortalidad materna,Cantabria,0.0
2012,Tasa de mortalidad materna,Cantabria,0.0
2013,Tasa de mortalidad materna,Cantabria,0.0
2014,Tasa de mortalidad materna,Cantabria,0.0
2015,Tasa de mortalidad materna,Cantabria,0.0
2016,Tasa de mortalidad materna,Cantabria,0.0
2017,Tasa de mortalidad materna,Cantabria,24.28
2018,Tasa de mortalidad materna,Cantabria,0.0
2019,Tasa de mortalidad materna,Cantabria,0.0
2020,Tasa de mortalidad materna,Cantabria,0.0
2021,Tasa de mortalidad materna,Cantabria,0.0
2022,Tasa de mortalidad materna,Cantabria,0.0
