Year,Serie,RefArea,Value
2010,Tasa de mortalidad neonatal,España,2.08
2011,Tasa de mortalidad neonatal,España,2.1
2012,Tasa de mortalidad neonatal,España,2.09
2013,Tasa de mortalidad neonatal,España,1.89
2014,Tasa de mortalidad neonatal,España,2.07
2015,Tasa de mortalidad neonatal,España,1.82
2016,Tasa de mortalidad neonatal,España,1.85
2017,Tasa de mortalidad neonatal,España,1.86
2018,Tasa de mortalidad neonatal,España,1.87
2019,Tasa de mortalidad neonatal,España,1.84
2020,Tasa de mortalidad neonatal,España,1.8
2010,Tasa de mortalidad neonatal,Cantabria,1.97
2011,Tasa de mortalidad neonatal,Cantabria,0.75
2012,Tasa de mortalidad neonatal,Cantabria,1.38
2013,Tasa de mortalidad neonatal,Cantabria,2.07
2014,Tasa de mortalidad neonatal,Cantabria,2.19
2015,Tasa de mortalidad neonatal,Cantabria,2.51
2016,Tasa de mortalidad neonatal,Cantabria,1.41
2017,Tasa de mortalidad neonatal,Cantabria,1.46
2018,Tasa de mortalidad neonatal,Cantabria,1.58
2019,Tasa de mortalidad neonatal,Cantabria,0.56
2020,Tasa de mortalidad neonatal,Cantabria,2.95
