Year,Serie,RefArea,Value
2010,Gastos en investigación y desarrollo en proporción al PIB,España,1.36
2011,Gastos en investigación y desarrollo en proporción al PIB,España,1.33
2012,Gastos en investigación y desarrollo en proporción al PIB,España,1.3
2013,Gastos en investigación y desarrollo en proporción al PIB,España,1.28
2014,Gastos en investigación y desarrollo en proporción al PIB,España,1.24
2015,Gastos en investigación y desarrollo en proporción al PIB,España,1.22
2016,Gastos en investigación y desarrollo en proporción al PIB,España,1.19
2017,Gastos en investigación y desarrollo en proporción al PIB,España,1.21
2018,Gastos en investigación y desarrollo en proporción al PIB,España,1.24
2019,Gastos en investigación y desarrollo en proporción al PIB,España,1.25
2010,Gastos en investigación y desarrollo en proporción al PIB,Cantabria,1.23
2011,Gastos en investigación y desarrollo en proporción al PIB,Cantabria,1.12
2012,Gastos en investigación y desarrollo en proporción al PIB,Cantabria,1.04
2013,Gastos en investigación y desarrollo en proporción al PIB,Cantabria,0.93
2014,Gastos en investigación y desarrollo en proporción al PIB,Cantabria,0.84
2015,Gastos en investigación y desarrollo en proporción al PIB,Cantabria,0.84
2016,Gastos en investigación y desarrollo en proporción al PIB,Cantabria,0.83
2017,Gastos en investigación y desarrollo en proporción al PIB,Cantabria,0.82
2018,Gastos en investigación y desarrollo en proporción al PIB,Cantabria,0.86
2019,Gastos en investigación y desarrollo en proporción al PIB,Cantabria,0.84
