Year,Serie,RefArea,Value
2010,Tasa de desempleo,España,19.86
2011,Tasa de desempleo,España,21.39
2012,Tasa de desempleo,España,24.79
2013,Tasa de desempleo,España,26.09
2014,Tasa de desempleo,España,24.44
2015,Tasa de desempleo,España,22.06
2016,Tasa de desempleo,España,19.63
2017,Tasa de desempleo,España,17.22
2018,Tasa de desempleo,España,15.25
2019,Tasa de desempleo,España,14.1
2020,Tasa de desempleo,España,15.53
2021,Tasa de desempleo,España,14.78
2010,Tasa de desempleo,Cantabria,12.07
2011,Tasa de desempleo,Cantabria,13.75
2012,Tasa de desempleo,Cantabria,16.65
2013,Tasa de desempleo,Cantabria,18.86
2014,Tasa de desempleo,Cantabria,18.11
2015,Tasa de desempleo,Cantabria,16.68
2016,Tasa de desempleo,Cantabria,14.17
2017,Tasa de desempleo,Cantabria,12.54
2018,Tasa de desempleo,Cantabria,9.77
2019,Tasa de desempleo,Cantabria,9.49
2020,Tasa de desempleo,Cantabria,10.86
2021,Tasa de desempleo,Cantabria,10.89
2014,Tasa de desempleo de las personas entre 16 y 64 años con discapacidad,España,32.7
2015,Tasa de desempleo de las personas entre 16 y 64 años con discapacidad,España,31.0
2016,Tasa de desempleo de las personas entre 16 y 64 años con discapacidad,España,28.6
2017,Tasa de desempleo de las personas entre 16 y 64 años con discapacidad,España,26.2
2018,Tasa de desempleo de las personas entre 16 y 64 años con discapacidad,España,25.2
2020,Tasa de desempleo de las personas entre 16 y 64 años con discapacidad,España,22.2
2014,Tasa de desempleo de las personas entre 16 y 64 años con discapacidad,Cantabria,38.36
2015,Tasa de desempleo de las personas entre 16 y 64 años con discapacidad,Cantabria,30.81
2016,Tasa de desempleo de las personas entre 16 y 64 años con discapacidad,Cantabria,22.75
2017,Tasa de desempleo de las personas entre 16 y 64 años con discapacidad,Cantabria,19.24
2018,Tasa de desempleo de las personas entre 16 y 64 años con discapacidad,Cantabria,12.86
2020,Tasa de desempleo de las personas entre 16 y 64 años con discapacidad,Cantabria,16.08
2010,Tasa de desempleo de los hombres,España,19.57
2011,Tasa de desempleo de los hombres,España,21.04
2012,Tasa de desempleo de los hombres,España,24.58
2013,Tasa de desempleo de los hombres,España,25.6
2014,Tasa de desempleo de los hombres,España,23.6
2015,Tasa de desempleo de los hombres,España,20.77
2016,Tasa de desempleo de los hombres,España,18.12
2017,Tasa de desempleo de los hombres,España,15.66
2018,Tasa de desempleo de los hombres,España,13.72
2019,Tasa de desempleo de los hombres,España,12.45
2020,Tasa de desempleo de los hombres,España,13.87
2021,Tasa de desempleo de los hombres,España,13.05
2010,Tasa de desempleo de los hombres,Cantabria,11.31
2011,Tasa de desempleo de los hombres,Cantabria,14.47
2012,Tasa de desempleo de los hombres,Cantabria,17.22
2013,Tasa de desempleo de los hombres,Cantabria,18.35
2014,Tasa de desempleo de los hombres,Cantabria,18.45
2015,Tasa de desempleo de los hombres,Cantabria,14.99
2016,Tasa de desempleo de los hombres,Cantabria,13.55
