Year,Serie,RefArea,Value
2014,Superficie forestal con instrumentos de gestión sostenible vigentes,España,4400309.38
2015,Superficie forestal con instrumentos de gestión sostenible vigentes,España,4611684.49
2016,Superficie forestal con instrumentos de gestión sostenible vigentes,España,4804161.96
2017,Superficie forestal con instrumentos de gestión sostenible vigentes,España,5124970.35
2018,Superficie forestal con instrumentos de gestión sostenible vigentes,España,5167697.4
2019,Superficie forestal con instrumentos de gestión sostenible vigentes,España,5527015.72
2014,Superficie forestal con instrumentos de gestión sostenible vigentes,Cantabria,10681.0
2015,Superficie forestal con instrumentos de gestión sostenible vigentes,Cantabria,12476.36
2016,Superficie forestal con instrumentos de gestión sostenible vigentes,Cantabria,13807.24
2017,Superficie forestal con instrumentos de gestión sostenible vigentes,Cantabria,40465.32
2018,Superficie forestal con instrumentos de gestión sostenible vigentes,Cantabria,50617.32
2019,Superficie forestal con instrumentos de gestión sostenible vigentes,Cantabria,54741.35
2014,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes,España,15.86
2015,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes,España,16.58
2016,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes,España,17.28
2017,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes,España,18.33
2018,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes,España,18.48
2019,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes,España,19.76
2014,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes,Cantabria,2.93
2015,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes,Cantabria,3.42
2016,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes,Cantabria,3.79
2017,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes,Cantabria,11.11
2018,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes,Cantabria,13.89
2019,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes,Cantabria,15.03
