Year,Serie,RefArea,Value
2010,Nivel medio de PM10 en las ciudades ponderado según la población,España,25.08
2011,Nivel medio de PM10 en las ciudades ponderado según la población,España,25.63
2012,Nivel medio de PM10 en las ciudades ponderado según la población,España,25.26
2013,Nivel medio de PM10 en las ciudades ponderado según la población,España,20.79
2014,Nivel medio de PM10 en las ciudades ponderado según la población,España,21.7
2015,Nivel medio de PM10 en las ciudades ponderado según la población,España,23.86
2016,Nivel medio de PM10 en las ciudades ponderado según la población,España,21.35
2017,Nivel medio de PM10 en las ciudades ponderado según la población,España,23.24
2018,Nivel medio de PM10 en las ciudades ponderado según la población,España,20.79
2019,Nivel medio de PM10 en las ciudades ponderado según la población,España,20.92
2020,Nivel medio de PM10 en las ciudades ponderado según la población,España,20.29
2021,Nivel medio de PM10 en las ciudades ponderado según la población,España,20.38
2022,Nivel medio de PM10 en las ciudades ponderado según la población,España,23.2
2010,Nivel medio de PM10 en las ciudades ponderado según la población,Cantabria,23.53
2011,Nivel medio de PM10 en las ciudades ponderado según la población,Cantabria,25.53
2012,Nivel medio de PM10 en las ciudades ponderado según la población,Cantabria,23.85
2013,Nivel medio de PM10 en las ciudades ponderado según la población,Cantabria,21.16
2014,Nivel medio de PM10 en las ciudades ponderado según la población,Cantabria,21.45
2015,Nivel medio de PM10 en las ciudades ponderado según la población,Cantabria,23.15
2016,Nivel medio de PM10 en las ciudades ponderado según la población,Cantabria,18.62
2017,Nivel medio de PM10 en las ciudades ponderado según la población,Cantabria,21.54
2018,Nivel medio de PM10 en las ciudades ponderado según la población,Cantabria,21.38
2019,Nivel medio de PM10 en las ciudades ponderado según la población,Cantabria,21.85
2020,Nivel medio de PM10 en las ciudades ponderado según la población,Cantabria,21.7
2021,Nivel medio de PM10 en las ciudades ponderado según la población,Cantabria,19.85
2022,Nivel medio de PM10 en las ciudades ponderado según la población,Cantabria,20.0
2010,"Nivel medio de PM2,5 en las ciudades ponderado según la población",España,13.38
2011,"Nivel medio de PM2,5 en las ciudades ponderado según la población",España,13.91
2012,"Nivel medio de PM2,5 en las ciudades ponderado según la población",España,13.7
2013,"Nivel medio de PM2,5 en las ciudades ponderado según la población",España,11.67
2014,"Nivel medio de PM2,5 en las ciudades ponderado según la población",España,11.59
2015,"Nivel medio de PM2,5 en las ciudades ponderado según la población",España,13.4
2016,"Nivel medio de PM2,5 en las ciudades ponderado según la población",España,11.36
2017,"Nivel medio de PM2,5 en las ciudades ponderado según la población",España,12.61
2018,"Nivel medio de PM2,5 en las ciudades ponderado según la población",España,11.84
2019,"Nivel medio de PM2,5 en las ciudades ponderado según la población",España,11.93
2020,"Nivel medio de PM2,5 en las ciudades ponderado según la población",España,10.72
2021,"Nivel medio de PM2,5 en las ciudades ponderado según la población",España,10.35
2022,"Nivel medio de PM2,5 en las ciudades ponderado según la población",España,11.35
2010,"Nivel medio de PM2,5 en las ciudades ponderado según la población",Cantabria,12.0
2011,"Nivel medio de PM2,5 en las ciudades ponderado según la población",Cantabria,12.47
2012,"Nivel medio de PM2,5 en las ciudades ponderado según la población",Cantabria,12.95
2013,"Nivel medio de PM2,5 en las ciudades ponderado según la población",Cantabria,10.71
2014,"Nivel medio de PM2,5 en las ciudades ponderado según la población",Cantabria,13.76
2015,"Nivel medio de PM2,5 en las ciudades ponderado según la población",Cantabria,9.9
2016,"Nivel medio de PM2,5 en las ciudades ponderado según la población",Cantabria,8.59
2017,"Nivel medio de PM2,5 en las ciudades ponderado según la población",Cantabria,9.74
2018,"Nivel medio de PM2,5 en las ciudades ponderado según la población",Cantabria,9.58
2019,"Nivel medio de PM2,5 en las ciudades ponderado según la población",Cantabria,9.85
2020,"Nivel medio de PM2,5 en las ciudades ponderado según la población",Cantabria,10.0
2021,"Nivel medio de PM2,5 en las ciudades ponderado según la población",Cantabria,9.54
2022,"Nivel medio de PM2,5 en las ciudades ponderado según la población",Cantabria,8.18
