Year,Serie,RefArea,Value
2010,Proporción del presupuesto nacional financiado por impuestos internos,España,49.8
2011,Proporción del presupuesto nacional financiado por impuestos internos,España,66.67
2012,Proporción del presupuesto nacional financiado por impuestos internos,España,79.02
2013,Proporción del presupuesto nacional financiado por impuestos internos,España,66.98
2014,Proporción del presupuesto nacional financiado por impuestos internos,España,69.54
2015,Proporción del presupuesto nacional financiado por impuestos internos,España,69.18
2016,Proporción del presupuesto nacional financiado por impuestos internos,España,70.64
2017,Proporción del presupuesto nacional financiado por impuestos internos,España,72.53
2018,Proporción del presupuesto nacional financiado por impuestos internos,España,72.69
2019,Proporción del presupuesto nacional financiado por impuestos internos,España,72.4
2020,Proporción del presupuesto nacional financiado por impuestos internos,España,67.8
2010,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,47.15
2011,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,63.32
2012,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,76.98
2013,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,61.56
2014,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,62.54
2015,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,61.08
2016,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,64.15
2017,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,65.43
2018,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,62.62
2019,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,63.16
2020,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,60.15
2010,Proporción del presupuesto nacional financiado por impuestos internos,España,41.08
2011,Proporción del presupuesto nacional financiado por impuestos internos,España,56.55
2012,Proporción del presupuesto nacional financiado por impuestos internos,España,58.88
2013,Proporción del presupuesto nacional financiado por impuestos internos,España,53.33
2014,Proporción del presupuesto nacional financiado por impuestos internos,España,52.67
2015,Proporción del presupuesto nacional financiado por impuestos internos,España,54.19
2016,Proporción del presupuesto nacional financiado por impuestos internos,España,57.82
2017,Proporción del presupuesto nacional financiado por impuestos internos,España,60.42
2018,Proporción del presupuesto nacional financiado por impuestos internos,España,60.48
2019,Proporción del presupuesto nacional financiado por impuestos internos,España,60.47
2020,Proporción del presupuesto nacional financiado por impuestos internos,España,53.03
2010,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,40.39
2011,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,54.9
2012,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,59.62
2013,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,56.01
2014,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,52.43
2015,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,50.79
2016,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,53.15
2017,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,54.69
2018,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,52.17
2019,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,53.76
2020,Proporción del presupuesto nacional financiado por impuestos internos,Cantabria,50.82
