Year,Serie,RefArea,Value
2013,Se dispone de legislación pertinente y se destinan recursos para la prevención o el control de las especies exóticas invasoras,España,1.0
2014,Se dispone de legislación pertinente y se destinan recursos para la prevención o el control de las especies exóticas invasoras,España,1.0
2015,Se dispone de legislación pertinente y se destinan recursos para la prevención o el control de las especies exóticas invasoras,España,1.0
2016,Se dispone de legislación pertinente y se destinan recursos para la prevención o el control de las especies exóticas invasoras,España,1.0
2017,Se dispone de legislación pertinente y se destinan recursos para la prevención o el control de las especies exóticas invasoras,España,1.0
2018,Se dispone de legislación pertinente y se destinan recursos para la prevención o el control de las especies exóticas invasoras,España,1.0
2019,Se dispone de legislación pertinente y se destinan recursos para la prevención o el control de las especies exóticas invasoras,España,1.0
2020,Se dispone de legislación pertinente y se destinan recursos para la prevención o el control de las especies exóticas invasoras,España,1.0
2021,Se dispone de legislación pertinente y se destinan recursos para la prevención o el control de las especies exóticas invasoras,España,1.0
2022,Se dispone de legislación pertinente y se destinan recursos para la prevención o el control de las especies exóticas invasoras,España,1.0
2013,Se dispone de legislación pertinente y se destinan recursos para la prevención o el control de las especies exóticas invasoras,Cantabria,1.0
2014,Se dispone de legislación pertinente y se destinan recursos para la prevención o el control de las especies exóticas invasoras,Cantabria,1.0
2015,Se dispone de legislación pertinente y se destinan recursos para la prevención o el control de las especies exóticas invasoras,Cantabria,1.0
2016,Se dispone de legislación pertinente y se destinan recursos para la prevención o el control de las especies exóticas invasoras,Cantabria,1.0
2017,Se dispone de legislación pertinente y se destinan recursos para la prevención o el control de las especies exóticas invasoras,Cantabria,1.0
2018,Se dispone de legislación pertinente y se destinan recursos para la prevención o el control de las especies exóticas invasoras,Cantabria,1.0
2019,Se dispone de legislación pertinente y se destinan recursos para la prevención o el control de las especies exóticas invasoras,Cantabria,1.0
2020,Se dispone de legislación pertinente y se destinan recursos para la prevención o el control de las especies exóticas invasoras,Cantabria,1.0
2021,Se dispone de legislación pertinente y se destinan recursos para la prevención o el control de las especies exóticas invasoras,Cantabria,1.0
2022,Se dispone de legislación pertinente y se destinan recursos para la prevención o el control de las especies exóticas invasoras,Cantabria,1.0
2023,Se dispone de legislación pertinente y se destinan recursos para la prevención o el control de las especies exóticas invasoras,Cantabria,1.0
