Year,Serie,RefArea,Value
2010,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.0
2011,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.0
2012,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.0
2013,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.0
2014,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.0
2015,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.0
2016,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.0
2017,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.0
2018,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.0
2019,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.0
2020,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.0
2021,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.0
2022,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.0
2010,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.0
2011,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.0
2012,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.0
2013,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.0
2014,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.0
2015,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.0
2016,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.0
2017,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.0
2018,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.0
2019,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.0
2020,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.0
2021,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.0
2022,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.0
2023,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.0
