Year,Serie,RefArea,Value
2010,Incidencia de la hepatitis B,España,1.61
2011,Incidencia de la hepatitis B,España,1.44
2012,Incidencia de la hepatitis B,España,1.15
2013,Incidencia de la hepatitis B,España,1.4
2014,Incidencia de la hepatitis B,España,1.4
2015,Incidencia de la hepatitis B,España,1.18
2016,Incidencia de la hepatitis B,España,1.1
2017,Incidencia de la hepatitis B,España,0.97
2018,Incidencia de la hepatitis B,España,0.82
2019,Incidencia de la hepatitis B,España,0.72
2020,Incidencia de la hepatitis B,España,0.66
2021,Incidencia de la hepatitis B,España,0.56
2022,Incidencia de la hepatitis B,España,0.54
2010,Incidencia de la hepatitis B,Cantabria,0.01
2011,Incidencia de la hepatitis B,Cantabria,0.02
2012,Incidencia de la hepatitis B,Cantabria,0.02
2013,Incidencia de la hepatitis B,Cantabria,0.02
2014,Incidencia de la hepatitis B,Cantabria,0.0
2015,Incidencia de la hepatitis B,Cantabria,0.01
2016,Incidencia de la hepatitis B,Cantabria,0.01
2017,Incidencia de la hepatitis B,Cantabria,0.03
2018,Incidencia de la hepatitis B,Cantabria,0.03
2019,Incidencia de la hepatitis B,Cantabria,0.0
2020,Incidencia de la hepatitis B,Cantabria,0.02
2021,Incidencia de la hepatitis B,Cantabria,0.02
2022,Incidencia de la hepatitis B,Cantabria,0.02
2010,Incidencia de la hepatitis B en los hombres,España,2.42
2011,Incidencia de la hepatitis B en los hombres,España,2.03
2012,Incidencia de la hepatitis B en los hombres,España,1.67
2013,Incidencia de la hepatitis B en los hombres,España,2.06
2014,Incidencia de la hepatitis B en los hombres,España,2.07
2015,Incidencia de la hepatitis B en los hombres,España,1.74
2016,Incidencia de la hepatitis B en los hombres,España,1.7
2017,Incidencia de la hepatitis B en los hombres,España,1.55
2018,Incidencia de la hepatitis B en los hombres,España,1.25
2019,Incidencia de la hepatitis B en los hombres,España,1.07
2020,Incidencia de la hepatitis B en los hombres,España,0.9
2021,Incidencia de la hepatitis B en los hombres,España,0.77
2022,Incidencia de la hepatitis B en los hombres,España,0.82
2010,Incidencia de la hepatitis B en los hombres,Cantabria,0.01
2011,Incidencia de la hepatitis B en los hombres,Cantabria,0.02
2012,Incidencia de la hepatitis B en los hombres,Cantabria,0.03
2013,Incidencia de la hepatitis B en los hombres,Cantabria,0.02
2014,Incidencia de la hepatitis B en los hombres,Cantabria,0.0
2015,Incidencia de la hepatitis B en los hombres,Cantabria,0.01
2016,Incidencia de la hepatitis B en los hombres,Cantabria,0.01
2017,Incidencia de la hepatitis B en los hombres,Cantabria,0.04
2018,Incidencia de la hepatitis B en los hombres,Cantabria,0.05
2019,Incidencia de la hepatitis B en los hombres,Cantabria,0.0
2020,Incidencia de la hepatitis B en los hombres,Cantabria,0.04
2021,Incidencia de la hepatitis B en los hombres,Cantabria,0.03
2022,Incidencia de la hepatitis B en los hombres,Cantabria,0.03
2010,Incidencia de la hepatitis B en las mujeres,España,0.82
2011,Incidencia de la hepatitis B en las mujeres,España,0.86
2012,Incidencia de la hepatitis B en las mujeres,España,0.65
2013,Incidencia de la hepatitis B en las mujeres,España,0.77
2014,Incidencia de la hepatitis B en las mujeres,España,0.75
2015,Incidencia de la hepatitis B en las mujeres,España,0.64
2016,Incidencia de la hepatitis B en las mujeres,España,0.52
2017,Incidencia de la hepatitis B en las mujeres,España,0.41
2018,Incidencia de la hepatitis B en las mujeres,España,0.4
2019,Incidencia de la hepatitis B en las mujeres,España,0.38
2020,Incidencia de la hepatitis B en las mujeres,España,0.43
2021,Incidencia de la hepatitis B en las mujeres,España,0.34
2022,Incidencia de la hepatitis B en las mujeres,España,0.27
2010,Incidencia de la hepatitis B en las mujeres,Cantabria,0.01
2011,Incidencia de la hepatitis B en las mujeres,Cantabria,0.01
2012,Incidencia de la hepatitis B en las mujeres,Cantabria,0.01
2013,Incidencia de la hepatitis B en las mujeres,Cantabria,0.01
2014,Incidencia de la hepatitis B en las mujeres,Cantabria,0.0
2015,Incidencia de la hepatitis B en las mujeres,Cantabria,0.01
2016,Incidencia de la hepatitis B en las mujeres,Cantabria,0.0
2017,Incidencia de la hepatitis B en las mujeres,Cantabria,0.02
2018,Incidencia de la hepatitis B en las mujeres,Cantabria,0.01
2019,Incidencia de la hepatitis B en las mujeres,Cantabria,0.0
2020,Incidencia de la hepatitis B en las mujeres,Cantabria,0.01
2021,Incidencia de la hepatitis B en las mujeres,Cantabria,0.01
2022,Incidencia de la hepatitis B en las mujeres,Cantabria,0.0
