Year,Serie,RefArea,Value
2016,Proporción de la población que utiliza servicios de suministro de agua potable gestionados sin riesgos,España,84.3
2017,Proporción de la población que utiliza servicios de suministro de agua potable gestionados sin riesgos,España,84.5
2018,Proporción de la población que utiliza servicios de suministro de agua potable gestionados sin riesgos,España,83.44
2019,Proporción de la población que utiliza servicios de suministro de agua potable gestionados sin riesgos,España,84.19
2020,Proporción de la población que utiliza servicios de suministro de agua potable gestionados sin riesgos,España,84.09
2016,Proporción de la población que utiliza servicios de suministro de agua potable gestionados sin riesgos,Cantabria,91.4
2017,Proporción de la población que utiliza servicios de suministro de agua potable gestionados sin riesgos,Cantabria,90.0
2018,Proporción de la población que utiliza servicios de suministro de agua potable gestionados sin riesgos,Cantabria,91.84
2019,Proporción de la población que utiliza servicios de suministro de agua potable gestionados sin riesgos,Cantabria,89.42
2020,Proporción de la población que utiliza servicios de suministro de agua potable gestionados sin riesgos,Cantabria,90.03
