Year,Serie,RefArea,Value
2012,Incidencia de la tuberculosis,España,12.79
2013,Incidencia de la tuberculosis,España,11.9
2014,Incidencia de la tuberculosis,España,11.44
2015,Incidencia de la tuberculosis,España,10.82
2016,Incidencia de la tuberculosis,España,10.93
2017,Incidencia de la tuberculosis,España,10.07
2018,Incidencia de la tuberculosis,España,10.0
2019,Incidencia de la tuberculosis,España,9.98
2020,Incidencia de la tuberculosis,España,8.07
2021,Incidencia de la tuberculosis,España,7.72
2022,Incidencia de la tuberculosis,España,7.79
2012,Incidencia de la tuberculosis,Cantabria,0.12
2013,Incidencia de la tuberculosis,Cantabria,0.12
2014,Incidencia de la tuberculosis,Cantabria,0.11
2015,Incidencia de la tuberculosis,Cantabria,0.1
2016,Incidencia de la tuberculosis,Cantabria,0.12
2017,Incidencia de la tuberculosis,Cantabria,0.1
2018,Incidencia de la tuberculosis,Cantabria,0.14
2019,Incidencia de la tuberculosis,Cantabria,0.08
2020,Incidencia de la tuberculosis,Cantabria,0.08
2021,Incidencia de la tuberculosis,Cantabria,0.06
2022,Incidencia de la tuberculosis,Cantabria,0.06
2012,Incidencia de la tuberculosis en los hombres,España,16.25
2013,Incidencia de la tuberculosis en los hombres,España,14.45
2014,Incidencia de la tuberculosis en los hombres,España,14.07
2015,Incidencia de la tuberculosis en los hombres,España,13.33
2016,Incidencia de la tuberculosis en los hombres,España,13.79
2017,Incidencia de la tuberculosis en los hombres,España,13.0
2018,Incidencia de la tuberculosis en los hombres,España,12.77
2019,Incidencia de la tuberculosis en los hombres,España,12.77
2020,Incidencia de la tuberculosis en los hombres,España,10.31
2021,Incidencia de la tuberculosis en los hombres,España,9.81
2022,Incidencia de la tuberculosis en los hombres,España,10.1
2012,Incidencia de la tuberculosis en los hombres,Cantabria,0.12
2013,Incidencia de la tuberculosis en los hombres,Cantabria,0.13
2014,Incidencia de la tuberculosis en los hombres,Cantabria,0.12
2015,Incidencia de la tuberculosis en los hombres,Cantabria,0.11
2016,Incidencia de la tuberculosis en los hombres,Cantabria,0.13
2017,Incidencia de la tuberculosis en los hombres,Cantabria,0.12
2018,Incidencia de la tuberculosis en los hombres,Cantabria,0.2
2019,Incidencia de la tuberculosis en los hombres,Cantabria,0.1
2020,Incidencia de la tuberculosis en los hombres,Cantabria,0.11
2021,Incidencia de la tuberculosis en los hombres,Cantabria,0.06
2022,Incidencia de la tuberculosis en los hombres,Cantabria,0.08
2012,Incidencia de la tuberculosis en las mujeres,España,9.41
2013,Incidencia de la tuberculosis en las mujeres,España,9.42
2014,Incidencia de la tuberculosis en las mujeres,España,8.9
2015,Incidencia de la tuberculosis en las mujeres,España,8.39
2016,Incidencia de la tuberculosis en las mujeres,España,8.16
2017,Incidencia de la tuberculosis en las mujeres,España,7.25
2018,Incidencia de la tuberculosis en las mujeres,España,7.33
2019,Incidencia de la tuberculosis en las mujeres,España,7.3
2020,Incidencia de la tuberculosis en las mujeres,España,5.92
2021,Incidencia de la tuberculosis en las mujeres,España,5.71
2022,Incidencia de la tuberculosis en las mujeres,España,5.57
2012,Incidencia de la tuberculosis en las mujeres,Cantabria,0.11
2013,Incidencia de la tuberculosis en las mujeres,Cantabria,0.12
2014,Incidencia de la tuberculosis en las mujeres,Cantabria,0.1
2015,Incidencia de la tuberculosis en las mujeres,Cantabria,0.09
2016,Incidencia de la tuberculosis en las mujeres,Cantabria,0.1
2017,Incidencia de la tuberculosis en las mujeres,Cantabria,0.09
2018,Incidencia de la tuberculosis en las mujeres,Cantabria,0.07
2019,Incidencia de la tuberculosis en las mujeres,Cantabria,0.06
2020,Incidencia de la tuberculosis en las mujeres,Cantabria,0.04
2021,Incidencia de la tuberculosis en las mujeres,Cantabria,0.06
2022,Incidencia de la tuberculosis en las mujeres,Cantabria,0.04
