Year,Serie,Value
2010,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.1
2010,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.1
2010,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.1
2010,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.1
2010,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.1
2010,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.1
2010,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.1
2010,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.1
2010,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.1
2010,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.1
2010,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.1
2010,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.1
2010,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.1
2010,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.1
2010,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.1
2010,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.1
2011,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",16.7
2011,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",16.7
2011,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",16.7
2011,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",16.7
2011,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",16.7
2011,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",16.7
2011,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",16.7
2011,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",16.7
2011,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",16.7
2011,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",16.7
2011,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",16.7
2011,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",16.7
2011,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",16.7
2011,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",16.7
2011,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",16.7
2011,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",16.7
2011,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",16.7
2012,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.7
2012,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.7
2012,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.7
2012,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.7
2012,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.7
2012,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.7
2012,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.7
2012,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.7
2012,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.7
2012,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.7
2012,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.7
2012,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.7
2012,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.7
2012,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.7
2012,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.7
2012,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.7
2012,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.7
2013,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.8
2013,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.8
2013,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.8
2013,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.8
2013,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.8
2013,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.8
2013,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.8
2013,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.8
2013,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.8
2013,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.8
2013,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.8
2013,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.8
2013,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.8
2013,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.8
2013,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.8
2013,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.8
2013,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",17.8
2014,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.6
2014,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.6
2014,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.6
2014,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.6
2014,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.6
2014,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.6
2014,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.6
2014,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.6
2014,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.6
2014,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",20.6
