Year,Serie,RefArea,Value
2010,Ingreso medio por hora de trabajo,España,14.52
2011,Ingreso medio por hora de trabajo,España,14.53
2012,Ingreso medio por hora de trabajo,España,14.57
2013,Ingreso medio por hora de trabajo,España,14.64
2014,Ingreso medio por hora de trabajo,España,14.8
2015,Ingreso medio por hora de trabajo,España,15.01
2016,Ingreso medio por hora de trabajo,España,14.88
2017,Ingreso medio por hora de trabajo,España,15.13
2018,Ingreso medio por hora de trabajo,España,15.54
2019,Ingreso medio por hora de trabajo,España,15.85
2020,Ingreso medio por hora de trabajo,España,16.15
2021,Ingreso medio por hora de trabajo,España,16.54
2022,Ingreso medio por hora de trabajo,España,17.19
2010,Ingreso medio por hora de trabajo de las personas con discapacidad,España,13.1
2011,Ingreso medio por hora de trabajo de las personas con discapacidad,España,13.2
2012,Ingreso medio por hora de trabajo de las personas con discapacidad,España,12.8
2013,Ingreso medio por hora de trabajo de las personas con discapacidad,España,12.6
2014,Ingreso medio por hora de trabajo de las personas con discapacidad,España,12.3
2015,Ingreso medio por hora de trabajo de las personas con discapacidad,España,13.0
2016,Ingreso medio por hora de trabajo de las personas con discapacidad,España,12.7
2017,Ingreso medio por hora de trabajo de las personas con discapacidad,España,12.9
2018,Ingreso medio por hora de trabajo de las personas con discapacidad,España,13.1
2019,Ingreso medio por hora de trabajo de las personas con discapacidad,España,13.7
2020,Ingreso medio por hora de trabajo de las personas con discapacidad,España,13.9
2021,Ingreso medio por hora de trabajo de las personas con discapacidad,España,14.3
2022,Ingreso medio por hora de trabajo de las personas con discapacidad,España,14.6
2010,Ingreso medio por hora de trabajo de las mujeres,España,13.24
2011,Ingreso medio por hora de trabajo de las mujeres,España,13.12
2012,Ingreso medio por hora de trabajo de las mujeres,España,13.1
2013,Ingreso medio por hora de trabajo de las mujeres,España,13.21
2014,Ingreso medio por hora de trabajo de las mujeres,España,13.56
2015,Ingreso medio por hora de trabajo de las mujeres,España,13.8
2016,Ingreso medio por hora de trabajo de las mujeres,España,13.6
2017,Ingreso medio por hora de trabajo de las mujeres,España,13.93
2018,Ingreso medio por hora de trabajo de las mujeres,España,14.36
2019,Ingreso medio por hora de trabajo de las mujeres,España,14.92
2020,Ingreso medio por hora de trabajo de las mujeres,España,15.22
2021,Ingreso medio por hora de trabajo de las mujeres,España,15.61
2010,Ingreso medio por hora de trabajo de los hombres,España,15.56
2011,Ingreso medio por hora de trabajo de los hombres,España,15.68
2012,Ingreso medio por hora de trabajo de los hombres,España,15.83
2013,Ingreso medio por hora de trabajo de los hombres,España,15.87
2014,Ingreso medio por hora de trabajo de los hombres,España,15.84
2015,Ingreso medio por hora de trabajo de los hombres,España,16.04
2016,Ingreso medio por hora de trabajo de los hombres,España,15.94
2017,Ingreso medio por hora de trabajo de los hombres,España,16.1
2018,Ingreso medio por hora de trabajo de los hombres,España,16.52
2019,Ingreso medio por hora de trabajo de los hombres,España,16.63
2020,Ingreso medio por hora de trabajo de los hombres,España,16.92
2021,Ingreso medio por hora de trabajo de los hombres,España,17.3
2022,Ingreso medio por hora de trabajo de los hombres,España,17.96
2022,Ingreso medio por hora de trabajo de los hombres,España,17.96
2010,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,14.6
2011,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,14.6
2012,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,14.6
2013,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,14.7
2014,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,14.9
2015,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,15.1
2016,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,14.9
2017,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,15.2
2018,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,15.6
2019,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,15.9
2020,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,16.2
2021,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,16.6
2022,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,17.3
