Year,Serie,Región,Value
2010,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,7982.35
2011,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,12793.29
2012,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,1997.11
2013,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,9349.67
2014,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,7978.13
2015,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,6692.25
2016,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,9183.75
2017,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,9599.06
2018,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,8889.24
2019,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,4371.44
2020,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,3793.73
2021,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,-240.56
2022,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,-4992.63
2023,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,6360.19
2010,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,510.42
2011,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,286.82
2012,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,207.72
2013,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,185.7
2014,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,162.35
2015,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,189.8
2016,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,218.57
2017,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,244.96
2018,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,287.29
2019,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,321.29
2020,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,305.8
2021,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,336.06
2022,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,410.81
2010,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.74
2011,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,1.2
2012,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.19
2013,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.92
2014,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.77
2015,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.62
2016,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.82
2017,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.83
2018,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.74
2019,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.35
2020,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.34
2021,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,-0.02
2022,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,-0.37
2023,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.44
2010,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.05
2011,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.03
2012,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.02
2013,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.02
2014,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.02
2015,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.02
2016,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.02
2017,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.02
2018,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.02
2019,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.03
2020,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.03
2021,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.03
2022,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.03
