Year,Serie,RefArea,Value
2010,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,
2011,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,
2012,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,
2013,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,
2014,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,
2015,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,101.99
2016,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,98.3
2017,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,100.62
2018,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,102.69
2019,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,106.26
2020,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,81.41
2021,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,93.66
2022,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,95.96
2023,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,
2010,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,
2011,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,
2012,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,
2013,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,
2014,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,
2015,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,173.77
2016,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,167.19
2017,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,171.1
2018,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,174.05
2019,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,179.48
2020,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,136.08
