Year,Serie,Región,Value
2010,Pernoctaciones de turistas por habitante,España,
2010,Pernoctaciones de turistas por habitante,España,
2011,Pernoctaciones de turistas por habitante,España,
2012,Pernoctaciones de turistas por habitante,España,
2013,Pernoctaciones de turistas por habitante,España,
2014,Pernoctaciones de turistas por habitante,España,
2015,Pernoctaciones de turistas por habitante,España,
2016,Pernoctaciones de turistas por habitante,España,26.65
2017,Pernoctaciones de turistas por habitante,España,27.87
2018,Pernoctaciones de turistas por habitante,España,27.03
2019,Pernoctaciones de turistas por habitante,España,26.44
2020,Pernoctaciones de turistas por habitante,España,12.65
2021,Pernoctaciones de turistas por habitante,España,17.14
2022,Pernoctaciones de turistas por habitante,España,23.99
2023,Pernoctaciones de turistas por habitante,España,26.04
2010,Pernoctaciones de turistas no residentes por habitante,España,
2011,Pernoctaciones de turistas no residentes por habitante,España,
2012,Pernoctaciones de turistas no residentes por habitante,España,
2013,Pernoctaciones de turistas no residentes por habitante,España,
2014,Pernoctaciones de turistas no residentes por habitante,España,
2015,Pernoctaciones de turistas no residentes por habitante,España,
2016,Pernoctaciones de turistas no residentes por habitante,España,12.78
2017,Pernoctaciones de turistas no residentes por habitante,España,13.62
2018,Pernoctaciones de turistas no residentes por habitante,España,13.2
2019,Pernoctaciones de turistas no residentes por habitante,España,12.62
2020,Pernoctaciones de turistas no residentes por habitante,España,3.13
2021,Pernoctaciones de turistas no residentes por habitante,España,5.36
2022,Pernoctaciones de turistas no residentes por habitante,España,11.25
2023,Pernoctaciones de turistas no residentes por habitante,España,12.71
2016,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",España,14.04
2017,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",España,17.69
2018,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",España,16.7
2019,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",España,18.5
2020,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",España,16.8
2021,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",España,16.15
2022,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",España,19.58
2023,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",España,22.4
2016,Proporción del gasto en viajes culturales sobre el gasto en viajes,España,10.8
2017,Proporción del gasto en viajes culturales sobre el gasto en viajes,España,13.94
2018,Proporción del gasto en viajes culturales sobre el gasto en viajes,España,13.32
2019,Proporción del gasto en viajes culturales sobre el gasto en viajes,España,14.79
2020,Proporción del gasto en viajes culturales sobre el gasto en viajes,España,11.94
2021,Proporción del gasto en viajes culturales sobre el gasto en viajes,España,11.88
2022,Proporción del gasto en viajes culturales sobre el gasto en viajes,España,15.4
2023,Proporción del gasto en viajes culturales sobre el gasto en viajes,España,17.73
2010,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,España,
2011,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,España,
2012,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,España,
2013,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,España,
2014,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,España,
2015,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,España,
2016,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,España,33.01
2017,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,España,32.45
2018,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,España,31.27
2019,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,España,31.14
2020,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,España,41.57
2021,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,España,39.93
2022,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,España,31.97
2023,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,España,31.23
2010,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,España,
2011,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,España,
2012,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,España,
2013,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,España,
2014,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,España,
2015,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,España,
2016,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,España,27.99
2017,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,España,27.64
2018,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,España,25.85
