Year,Serie,RefArea,Value
2015,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,España,0.57
2016,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,España,0.54
2017,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,España,0.14
2018,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,España,0.16
2019,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,España,0.2
2020,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,España,0.42
2021,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,España,1.12
2022,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,España,1.24
2023,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,España,1.79
2015,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,Cantabria,1.95
2016,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,Cantabria,3.73
2017,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,Cantabria,0.0
2018,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,Cantabria,0.25
2019,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,Cantabria,
2020,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,Cantabria,0.04
2021,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,Cantabria,1.16
2022,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,Cantabria,1.06
2023,Proporción de personas de 16 y más años con necesidad insatisfecha de atención médica,Cantabria,1.53
2010,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,España,71.96
2011,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,España,75.48
2012,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,España,74.42
2013,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,España,71.75
2014,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,España,72.85
2015,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,España,72.56
2016,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,España,72.47
2017,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,España,74.25
2018,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,España,73.69
2019,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,España,75.3
2020,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,España,73.03
2021,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,España,71.19
2022,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,España,70.14
2023,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,España,70.2
2010,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,Cantabria,70.54
2011,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,Cantabria,74.46
2012,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,Cantabria,73.91
2013,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,Cantabria,71.91
2014,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,Cantabria,72.78
2015,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,Cantabria,69.69
2016,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,Cantabria,69.73
2017,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,Cantabria,80.9
2018,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,Cantabria,75.25
2019,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,Cantabria,83.88
2020,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,Cantabria,70.69
2021,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,Cantabria,68.57
2022,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,Cantabria,67.79
2023,Proporción de personas de 16 y más años con estado de salud percibido bueno o muy bueno,Cantabria,68.61
