Year,Serie,RefArea,Value
2015,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: marco legal global y vida pública",España,
2016,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: marco legal global y vida pública",España,
2017,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: marco legal global y vida pública",España,
2018,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: marco legal global y vida pública",España,100.0
2019,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: marco legal global y vida pública",España,
2020,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: marco legal global y vida pública",España,100.0
2021,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: marco legal global y vida pública",España,
2022,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: marco legal global y vida pública",España,100.0
2015,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: marco legal global y vida pública",Cantabria,100.0
2016,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: marco legal global y vida pública",Cantabria,100.0
2017,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: marco legal global y vida pública",Cantabria,100.0
2018,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: marco legal global y vida pública",Cantabria,100.0
2019,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: marco legal global y vida pública",Cantabria,100.0
2020,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: marco legal global y vida pública",Cantabria,100.0
2021,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: marco legal global y vida pública",Cantabria,100.0
2022,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: marco legal global y vida pública",Cantabria,100.0
2015,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: violencia contra la mujer",España,
2016,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: violencia contra la mujer",España,
2017,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: violencia contra la mujer",España,
2018,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: violencia contra la mujer",España,100.0
2019,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: violencia contra la mujer",España,
2020,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: violencia contra la mujer",España,100.0
2021,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: violencia contra la mujer",España,
2022,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: violencia contra la mujer",España,100.0
2015,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: violencia contra la mujer",Cantabria,100.0
2016,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: violencia contra la mujer",Cantabria,100.0
2017,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: violencia contra la mujer",Cantabria,100.0
2018,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: violencia contra la mujer",Cantabria,100.0
2019,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: violencia contra la mujer",Cantabria,100.0
2020,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: violencia contra la mujer",Cantabria,100.0
2021,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: violencia contra la mujer",Cantabria,100.0
2022,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: violencia contra la mujer",Cantabria,100.0
2015,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: empleo y subsidios económicos",España,
2016,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: empleo y subsidios económicos",España,
2017,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: empleo y subsidios económicos",España,
2018,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: empleo y subsidios económicos",España,100.0
2019,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: empleo y subsidios económicos",España,
2020,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: empleo y subsidios económicos",España,100.0
2021,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: empleo y subsidios económicos",España,
